Postcode,Installation_2001,Output_2001,Installation_2002,Output_2002,Installation_2003,Output_2003,Installation_2004,Output_2004,Installation_2005,Output_2005,Installation_2006,Output_2006,Installation_2007,Output_2007,Installation_2008,Output_2008,Installation_2009,Output_2009,Installation_2010,Output_2010,Installation_2011,Output_2011,Installation_2012,Output_2012,Installation_2013,Output_2013,Installation_2014,Output_2014,Installation_2015,Output_2015,Installation_2016,Output_2016,Installation_2017,Output_2017,Installation_2018,Output_2018,Installation_2019,Output_2019,Installation_2020,Output_2020,Installation_2021,Output_2021,Installation_Total,Output_Total
2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.948,13,27.7,44,81.31,43,91.774,22,58.53,16,42.79,21,131.28,10,33.952,15,119.26,17,74.993,27,164.2,41,292.631,51,374.825,20,122.94,344,1622.133
2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3,15,44.36,18,45.529,33,66.958,6,37.73,5,17.36,14,58.823,12,222.53,13,221.47,13,130.29,7,203.53,17,231.006,5,27.65,159,1308.536
2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4
2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.23,2,3.42,2,5.14,1,0.38,1,2.82,1,4.125,0,0,0,0,3,26.55,4,24.27,1,13.36,1,32.56,19,116.855
2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.36,0,0,0,0,0,0,1,30,1,5,0,0,0,0,0,0,0,0,0,0,3,43.36
2060,0,0,0,0,0,0,0,0,0,0,0,0,4,3.31,1,1.02,8,18.55,25,51.75,22,73.69,8,22.27,6,50.59,3,19.25,15,78.295,12,173.685,13,82.54,15,75.445,14,159.05,42,421.575,12,62,200,1293.02
2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.02,2,10.71,3,6,3,21.24,0,0,0,0,0,0,3,22.116,3,21.924,0,0,5,54.54,1,6.615,0,0,0,0,21,144.165
2062,0,0,0,0,1,0.9,0,0,0,0,0,0,0,0,1,2.1,4,6.48,19,46.005,9,19.105,4,7.635,7,31.78,10,32.059,8,23.435,6,26.49,16,91.705,19,109.025,19,144.625,25,155.565,10,61.92,158,758.829
2063,0,0,0,0,0,0,0,0,1,1.225,0,0,4,7.47,2,3.5,4,6.55,45,94.565,36,70.69,21,63.51,12,43.18,17,83.947,29,130.976,16,157.8,30,191.315,37,303.355,43,418.89,64,540.89,36,314.24,397,2432.103
2064,0,0,0,0,0,0,0,0,0,0,1,2.8,0,0,1,1.23,3,3.13,25,83.79,36,72,5,12.51,5,16.35,17,107.031,14,141.055,19,145.28,22,356.735,32,369.03,27,200.86,47,768.05,14,165.67,268,2445.521
2065,0,0,0,0,0,0,0,0,0,0,0,0,2,6.105,7,11.635,12,24.545,92,215.982,89,164.429,43,174.255,21,73.195,38,143.779,27,121.8,36,243.167,31,145.15,52,383.14,57,404.265,92,770.705,49,448.515,648,3330.667
2066,0,0,0,0,0,0,1,1.26,1,2.88,1,3.04,6,7.63,9,11.555,25,40.625,176,389.227,137,326.83,91,227.885,40,239.875,80,331.891,61,322.26,48,314.395,84,560.16,118,1008.668,134,1021.044,195,1765.26,76,712.135,1283,7286.62
2067,0,0,0,0,0,0,0,0,0,0,0,0,1,1.75,1,1.08,11,20.01,110,218.716,96,224.339,36,90.552,20,120.333,33,113.043,29,137.259,31,155.21,45,340.924,48,397.495,54,466.635,95,712.005,35,254.44,645,3253.791
2068,0,0,0,0,0,0,0,0,0,0,0,0,6,9.79,7,8.67,17,20.65,103,224.304,95,214.184,46,112.705,22,96.2,42,203.2,44,212.746,31,161.1,53,291.695,60,345.122,116,978.69,171,1317.6,80,619.15,893,4815.806
2069,0,0,0,0,0,0,0,0,0,0,0,0,3,4.84,6,7.45,6,8.67,98,222.404,96,234.319,35,86.855,25,100.876,34,171.976,42,184.892,29,182.393,45,265.251,74,577.398,65,582.1,126,1134.48,58,494.19,742,4258.094
2070,0,0,0,0,0,0,0,0,0,0,0,0,2,3.99,3,3.81,14,29.09,86,169.459,74,170.6,38,111.296,16,57.193,32,136.18,24,126.25,26,139.462,39,237.505,72,497.482,74,575.745,129,1161.395,58,501.025,687,3920.482
2071,0,0,0,0,0,0,0,0,1,1.5,0,0,4,6.85,5,14.17,10,13.295,83,176.95,62,153.54,22,70.78,20,90.665,27,163.613,30,171.12,25,155.294,32,198.999,43,317.365,76,547.195,132,1219.12,42,375.615,614,3676.071
2072,0,0,1,1.5,0,0,0,0,1,1.36,0,0,0,0,2,2.05,5,6.87,33,80.216,26,51.85,12,27.99,8,20.35,15,151.225,13,62.525,14,106.295,21,231.576,29,196.405,28,244.6,44,386.755,18,152.69,270,1724.257
2073,0,0,0,0,0,0,0,0,0,0,0,0,2,2.855,0,0,11,15.3,104,225.228,78,208.804,30,129.075,25,132.998,48,214.991,46,215.641,28,193.825,78,581.122,88,647.792,88,639.73,134,1072.69,69,617.62,829,4897.671
2074,0,0,1,1.8,0,0,0,0,0,0,0,0,3,2.982,11,13.144,16,29.785,190,397.768,135,310.337,67,157.695,37,148.997,74,300.56,56,288.207,49,233.81,82,499.572,96,610.98,134,1123.2,212,1942.185,94,769.17,1257,6830.192
2075,0,0,0,0,1,1.5,0,0,1,2.1,0,0,0,0,1,1.02,13,24.19,138,286.419,89,204.889,46,159.585,25,109.119,36,137.878,56,235.733,41,219.071,66,391.965,116,797.765,91,704.065,244,2096.08,101,1045.64,1065,6417.019
2076,0,0,0,0,0,0,0,0,0,0,0,0,2,6.09,14,15.885,28,44.167,164,309.077,125,269.359,84,223.535,47,192.38,73,441.592,70,544.77,45,411.885,64,443.824,88,573.155,132,1087.16,194,1544.5,78,736.22,1208,6843.599
2077,0,0,0,0,0,0,1,0.84,1,1.5,1,2.31,3,9.16,11,11.972,45,63.395,217,382.385,164,365.775,113,250.255,51,260.93,88,505.316,61,367.065,60,318.89,76,632.688,138,958.91,164,1192.185,242,1939,125,1054.12,1561,8316.696
2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.55,7,8.85,77,143.983,60,126.285,31,67.145,24,82.49,29,109.44,28,111.915,16,62.74,31,155.62,42,306.959,51,363.26,93,665.615,43,331.935,537,2542.787
2080,0,0,0,0,0,0,1,0.24,0,0,0,0,0,0,1,1.68,2,2.54,29,57.32,14,32.455,11,37.38,9,71.28,6,27.285,7,30.21,8,43.24,6,24.45,13,93.84,23,272.165,24,393.675,7,57.94,161,1145.7
2081,0,0,0,0,0,0,0,0,0,0,0,0,4,6.43,3,3.37,15,20.65,111,227.685,67,144.445,29,79.34,13,45.43,20,76.4,26,96.725,26,104.905,30,149.717,40,237.945,75,407.17,73,516.27,25,193.455,557,2309.937
2082,0,0,0,0,1,0.96,2,1.56,1,1.8,0,0,0,0,3,2.655,14,20.62,81,149.795,61,160.879,29,66.351,10,31.605,27,94.92,31,125.58,19,110.56,35,167.295,40,223.835,140,841.265,78,579.54,26,203.545,598,2782.765
2083,0,0,2,1.95,0,0,1,0.4,1,0.125,0,0,1,1.55,2,3.53,0,0,26,60.57,26,51.17,16,89.815,10,28.06,13,43.985,12,58.2,6,41.46,9,51.53,15,77.967,19,119.415,31,282.81,7,61.79,197,974.327
2084,0,0,0,0,0,0,1,4.2,0,0,1,3.1,2,3.005,5,15.12,6,15.24,51,147.495,31,118.658,18,52.97,14,76.81,13,57.87,19,163.235,11,56.115,23,275.357,24,176.315,30,289.252,43,535.225,18,167.58,310,2157.547
2085,0,0,0,0,0,0,0,0,0,0,0,0,2,2.577,3,6.24,24,29.91,170,324.814,104,230.495,49,118.65,33,120.85,56,319.94,48,305.815,36,321.585,60,322.139,67,432.88,81,647.335,140,1111.53,54,447.21,927,4741.97
2086,0,0,0,0,0,0,1,2.04,0,0,0,0,1,1,4,5.93,27,37.57,169,346.185,100,220.1,51,130.83,26,98.642,53,210.607,34,149.19,18,78.585,52,282.43,62,452.407,94,655.255,166,1391.195,70,562.255,928,4624.221
2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.05,24,28.13,172,367.175,87,186.02,43,208.473,37,134.129,52,211.612,37,153.796,34,157.58,37,193.126,68,556.91,98,658.805,149,1094.635,53,438.565,893,4392.006
2088,1,1.5,0,0,0,0,0,0,1,1.5,0,0,6,12.79,14,23.4,19,31.665,72,166.295,89,248.275,27,93.377,26,109.917,36,174.556,49,225.575,41,205.867,45,246.843,84,658.977,104,820.7,158,1576.095,44,424.77,816,5022.102
2089,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05,0,0,3,3.03,6,11.17,9,23.405,4,9.945,3,7.38,3,13.27,5,31.13,5,13.43,8,28.245,13,82.831,13,113.21,24,275.59,5,43.38,102,657.066
2090,0,0,0,0,0,0,0,0,0,0,0,0,1,1.44,1,2.4,9,40.08,27,61.64,24,45.035,15,32.81,7,34.036,17,51.87,8,33.22,13,53.62,14,77.68,12,89.27,28,172.21,25,270.89,8,58.6,209,1024.801
2092,0,0,0,0,1,2.1,0,0,0,0,0,0,1,2.1,2,3.84,6,8.135,63,127.574,52,117.965,19,49.245,17,154.33,19,72.21,18,77.269,23,124.595,30,235.042,31,194.849,49,376.71,82,857.78,18,152.82,431,2556.564
2093,0,0,0,0,0,0,0,0,0,0,0,0,4,4.7,7,11.69,26,36.035,164,345.147,98,215.494,39,91.485,33,128.14,61,295.214,47,202.125,35,294.59,57,349.581,82,585.305,138,1132.291,197,1549.98,89,627.325,1077,5869.102
2094,0,0,0,0,0,0,0,0,0,0,0,0,1,1.65,3,3.96,3,4.45,30,54,19,43.28,12,22.535,4,12.96,3,14,8,36.13,8,32.61,12,73.92,13,76.13,11,65.01,36,262.46,12,95.36,175,798.455
2095,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,6,6.7,11,22.895,30,111.97,35,82.19,15,58.569,15,47.725,16,60.054,20,89.143,19,102.064,16,104.075,37,253.28,27,260.949,58,477.915,20,149.32,326,1828.349
2096,0,0,0,0,0,0,2,3.2,1,0.96,0,0,1,1.02,7,10.563,10,12.835,78,167.7,81,201.45,30,88.865,23,71.87,31,120.853,27,130.34,31,196.325,27,141.2,48,304.515,51,345.925,111,790.98,35,276.55,594,2865.151
2097,0,0,1,1.5,0,0,0,0,0,0,1,1.575,1,3,6,6.12,22,32.975,160,299.018,110,254.668,34,88.938,21,72.055,44,163.565,27,115.603,34,151.17,40,224.198,59,468.075,80,512.415,143,1083.885,50,389.5,833,3868.26
2099,0,0,0,0,2,1.5,0,0,0,0,0,0,0,0,21,28.97,32,45.705,300,586.955,168,403.082,82,213.145,47,171.457,71,339.224,61,302.73,53,292.375,76,405.058,106,841.537,199,1337.218,237,1888.635,112,961.76,1567,7819.351
2100,0,0,0,0,0,0,0,0,0,0,0,0,2,2.01,13,15.01,34,39.21,213,473.904,141,351.67,61,170.472,33,118.305,75,319.363,53,447.679,40,393.247,68,358.44,123,986.41,140,1387.719,216,2064.495,111,894.72,1323,8022.654
2101,0,0,0,0,0,0,1,2.38,0,0,0,0,3,6.15,16,22.685,27,29.7,178,366.64,102,267.85,42,132.481,37,132.99,42,196.085,46,212.797,33,151.765,41,253.045,60,415.06,90,750.399,129,1048.66,57,550.1,904,4538.787
2102,0,0,0,0,0,0,0,0,0,0,0,0,1,1.15,5,6.27,10,10.68,73,144.519,55,119.61,15,40.355,13,49.94,30,151.54,50,133.591,31,129.26,26,87.151,34,250.345,44,543.325,96,800.55,36,256.425,519,2724.711
2103,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,10,19.61,24,39.6,99,242.424,56,138.42,26,66.815,14,73.51,26,104.37,33,231.68,20,100.858,30,239.04,47,455.007,48,427.69,98,1121.295,43,385.92,575,3647.739
2104,0,0,0,0,0,0,1,0.16,0,0,0,0,2,8.05,6,10.23,8,12.165,32,93.35,16,38.98,12,37.355,7,22.75,5,20.1,11,57.605,15,82.27,21,143.885,15,137.05,20,242.035,34,325.175,11,104.975,216,1336.135
2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.06,5,9.09,13,30.34,10,26.514,4,14.16,0,0,6,24.26,7,28.51,9,45.705,6,36.12,12,72.514,18,159.455,12,92.435,10,74.99,114,617.153
2106,0,0,1,1.5,0,0,0,0,1,1.6,0,0,1,1.67,9,15.17,20,34.88,57,117.42,42,96.934,21,50.345,7,21.82,17,63.93,11,87.06,15,75.449,23,143.029,23,155.797,53,303.035,65,528.885,32,266.52,398,1965.044
2107,0,0,0,0,2,1.95,0,0,0,0,1,3.64,2,5.19,16,17.57,32,43.16,121,283.34,69,172.16,28,83.92,20,100.635,46,186.478,39,173.876,40,189.97,47,333.787,58,465.6,85,598.416,125,1014.365,46,440.57,777,4114.627
2108,0,0,0,0,0,0,0,0,0,0,0,0,2,5.94,0,0,5,16.26,24,64.88,6,19.27,4,14.89,6,23.52,4,12.885,9,41.66,4,17.51,9,48.695,8,59.005,5,33.73,21,167.31,5,49.905,112,575.46
2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.12
2110,0,0,0,0,0,0,0,0,0,0,1,1.4,7,14.072,8,17.402,6,11.7,41,105.424,54,146.607,14,37.93,13,54.44,12,53.883,24,110.22,21,110.917,44,246.668,31,215.225,46,337.705,65,557.34,27,201.485,414,2222.418
2111,0,0,0,0,3,4.5,0,0,0,0,0,0,1,1.085,4,6.536,16,21.84,73,160.915,67,169.73,41,110.218,17,52.259,33,125.461,39,180.761,27,137.995,44,255.51,62,515.082,71,524.295,102,931.923,36,306.335,636,3504.445
2112,0,0,0,0,0,0,0,0,1,0.9,0,0,0,0,5,7.092,28,35.569,197,401.948,174,340.65,96,248.615,45,268.16,43,188.775,55,234.23,40,174.502,60,361.398,103,655.877,118,1001.45,268,2160.69,106,816.265,1339,6896.121
2113,0,0,0,0,0,0,0,0,0,0,0,0,2,4.65,7,7.635,17,28.05,122,432.22,116,242.27,55,135.754,25,72.144,34,131.82,53,402.228,35,341.714,57,558.211,76,616.989,99,809.025,148,1760.505,88,732.635,934,6275.85
2114,0,0,0,0,0,0,0,0,1,1.5,0,0,0,0,6,7.712,19,21.91,123,221.47,140,286.077,84,203.01,40,247.025,44,199.994,32,158.803,30,145.46,54,287.11,40,271.89,86,642.72,152,1275.62,63,501.385,914,4471.686
2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13.25,66,133.074,79,167.879,46,103.055,26,80.925,24,93.25,29,120.955,15,167.59,23,142.299,32,203.04,61,512.18,92,690.44,26,202.12,529,2630.057
2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,5,6.07,53,136.267,45,90.101,22,65.005,13,80.73,12,164.625,6,77.105,22,187.69,21,389.805,29,404.515,31,333.105,42,553.645,24,199.355,326,2689.008
2117,0,0,0,0,0,0,0,0,0,0,0,0,2,4.2,9,9.202,25,30.95,131,252.169,141,310.323,78,201.914,35,154.04,53,229.455,36,156.695,37,156.495,41,261.45,54,498.009,98,744.32,154,1280.4,76,586.025,970,4875.647
2118,0,0,0,0,0,0,0,0,0,0,0,0,2,2.99,11,11.8,45,60.12,292,541.908,290,559.65,141,309.805,39,121.565,61,266.79,46,182.365,45,218.31,66,320.77,84,508.36,133,983.795,235,1935.705,102,838.875,1592,6862.808
2119,0,0,0,0,0,0,0,0,0,0,0,0,2,2.355,6,6.012,13,25.08,105,208.209,82,195.799,53,139.26,11,38.34,27,107.255,31,147.95,19,98.235,45,270.615,67,387.325,86,603.71,107,804.9,61,482.48,715,3517.525
2120,0,0,1,0.6,0,0,1,0.125,0,0,0,0,0,0,9,10.005,35,49.676,153,315.61,130,264.509,87,229.8,50,270.655,76,302.476,58,337.398,49,246.513,61,434.575,94,744.77,135,1242.77,250,2191.705,88,758.34,1277,7399.527
2121,0,0,0,0,0,0,0,0,0,0,2,3.72,3,5.043,14,17.19,37,48.242,222,419.494,231,439.283,125,276.56,41,145.005,61,260.975,45,182.045,37,198.49,71,353.265,110,710.984,153,1036.575,254,1942.27,101,855.67,1507,6894.811
2122,0,0,0,0,0,0,1,1.25,0,0,1,0.93,1,1.02,11,11.057,63,77.43,207,388.936,276,520.295,151,329.675,30,176.05,77,266.273,49,245.94,36,207.44,39,287.437,77,478.696,116,847.185,223,1827.63,81,629.695,1439,6296.939
2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.42
2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,1,1.5,1,1.54,0,0,0,0,0,0,1,99.11,0,0,1,3.835,0,0,0,0,1,39.6,6,147.085
2125,0,0,0,0,0,0,2,2.56,1,0.16,0,0,0,0,8,11.61,30,48.35,280,555.584,192,385.033,118,293.43,52,197.09,78,352.985,60,267.055,33,253.145,74,425.334,108,737.229,136,980.38,269,2212.925,126,1107.4,1567,7830.27
2126,0,0,0,0,0,0,0,0,0,0,0,0,1,1.08,9,10.312,29,37.04,300,523.151,262,496.803,129,303.23,56,184.4,74,294.918,57,231.925,48,294.005,80,602.945,108,631.968,153,1040.072,316,2365.375,139,1115.315,1761,8132.539
2127,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1.05,0,0,5,8.87,5,7.53,3,13.6,3,10.95,2,199.605,6,179.83,6,142.46,10,135.07,11,339.295,11,341.575,21,245.55,12,82.33,97,1771.715
2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.96,1,1.02,8,20.2,16,47.97,9,34.645,9,205.37,9,204,11,116.12,8,151.96,14,342.265,14,418.075,11,276.035,17,496.31,4,130.28,132,2445.21
2130,0,0,0,0,0,0,0,0,1,0.9,0,0,0,0,1,0.99,4,6.86,27,57.07,24,54.31,4,9.52,6,18.12,8,119.85,5,37.95,10,68.886,9,38.147,16,99.635,15,92.96,28,186.915,14,98.96,172,891.073
2131,0,0,0,0,1,2.1,0,0,1,0.48,0,0,3,8.215,3,3.61,15,19.68,62,115.035,96,189.35,51,111.605,12,28.265,26,216.868,16,112.366,25,140.29,13,64.818,37,446.015,37,433.84,81,714.845,27,213.775,506,2821.157
2132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,8,16.8,67,119.819,67,131.54,31,67.78,12,40.59,20,98.61,17,89.279,19,74.163,18,91.23,32,356.604,37,246.495,58,448.9,31,234.755,418,2017.555
2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,4,5.08,51,99.04,72,145.815,48,128.53,17,47.28,11,36.439,13,52.56,6,23.68,14,69.693,38,272.804,33,267.233,60,434.7,27,194.98,395,1778.824
2134,0,0,0,0,0,0,0,0,0,0,0,0,1,1.89,2,3.03,4,8.6,53,143.718,78,165.73,39,86.57,13,55.225,14,181.23,11,60.492,3,13,9,39.42,24,203.525,21,158.01,44,566.69,24,193.63,340,1880.76
2135,0,0,0,0,0,0,0,0,0,0,0,0,1,1.44,5,6.36,16,30.31,75,185.605,189,459.505,72,175.6,25,115.07,35,187.8,42,204.3,32,173.365,52,431.745,65,549.589,84,1000.25,152,1439.615,54,582.36,899,5542.914
2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15.71,28,56.985,58,116.363,28,108.035,14,45.12,13,51.95,12,51.6,14,85.15,11,105.54,19,298.14,33,529.375,52,589.285,29,284.17,321,2337.423
2137,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4.28,21,25.583,110,250.87,145,337.35,90,223.295,25,94.7,35,146.694,37,173.94,43,262.859,35,304.26,94,695.368,83,624.315,145,1185.299,72,593.055,939,4922.868
2138,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,1,1.02,9,10.64,47,95.81,70,145.025,34,100.095,11,62.925,22,130.19,18,88.71,13,173.52,23,128.485,44,787.93,38,266.11,71,537.57,38,354.265,440,2882.495
2140,0,0,0,0,0,0,1,1.92,1,1.5,0,0,1,2.675,0,0,2,2.01,23,40.854,41,87.86,22,54.87,7,35.59,12,82,5,51.1,8,144.66,8,33.91,18,186.72,11,79.37,36,645.785,6,47.73,202,1498.554
2141,0,0,0,0,0,0,0,0,0,0,2,2.185,0,0,1,1.485,17,24.11,162,299.015,271,502.104,216,507.9,45,154.935,67,396.364,53,247.245,48,269.89,50,281.115,85,760.545,84,697.355,184,1761.83,82,672.23,1367,6578.308
2142,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,2,2.01,25,29.81,99,188.065,124,255.159,109,283.5,24,123.44,46,199.45,47,220.46,26,133.52,39,248.765,43,638.925,61,634.235,109,1221.585,50,436.48,805,4616.904
2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7.14,60,110.21,94,181.08,57,146.82,13,53.58,40,114.2,25,148.67,27,152.595,24,217.395,21,235.6,50,551.927,56,476.075,40,379.2,514,2774.492
2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,31,33.79,116,210.69,213,410.654,157,406.735,48,213.895,70,461.1,56,438.465,50,454.52,44,508.1,56,548.528,105,1242.97,199,1875.53,76,844.025,1222,7650.502
2145,0,0,0,0,0,0,0,0,0,0,0,0,1,1.55,15,16.83,82,98.252,633,1126.326,672,1299.373,553,1198.815,159,514.075,200,867.859,189,1150.233,152,773.282,169,851.917,265,2443.575,452,4323.857,810,6982.079,362,2911.535,4714,24559.558
2146,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,6,6.585,28,33.152,162,283.378,211,411.535,152,355.975,42,134.9,58,224.595,48,215.165,48,201.229,53,319.815,116,749.398,113,686.185,223,1601.625,91,686.76,1352,5910.547
2147,0,0,0,0,0,0,0,0,0,0,0,0,4,3.99,29,32.564,80,104.63,475,854.276,478,915.443,294,640.346,129,516.935,159,689.331,149,717.765,125,784.545,138,775.419,201,1679.713,331,2551.13,487,4053.725,197,1607.495,3276,15927.307
2148,0,0,0,0,0,0,1,2.4,0,0,0,0,13,14.28,35,136.336,130,155.315,603,1128.201,622,1321.013,611,1308.599,208,989.06,231,961.44,178,969.325,192,975.18,234,1996.81,287,2585.584,444,3847.674,781,7415.028,345,2890.035,4915,26696.28
2150,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05,0,0,6,7.395,39,93.83,41,83.665,30,80.965,13,70.625,13,87.25,9,60.26,12,108.99,12,219.655,16,145.595,26,444.975,49,636.95,22,220.94,289,2262.145
2151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.96,20,28.14,169,342.844,121,249.645,72,172.13,28,172.59,34,181.44,28,123.625,40,300.965,49,307.39,69,617.765,91,744.612,155,1509.455,88,772.525,967,5527.086
2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.14,16,17.745,86,170.094,92,198.53,52,121.929,22,72.255,20,105.243,28,110.755,25,148.84,42,319.4,36,254.18,46,454.14,79,643.605,35,370.08,582,2990.936
2153,0,0,0,0,0,0,1,1.5,0,0,0,0,0,0,28,30.362,106,128.83,751,1530.33,770,1610.049,470,1088.712,209,730.18,237,1140.609,219,1033.66,178,887.422,237,1254.052,319,2286.565,516,3844.228,875,7153.634,418,3425.15,5334,26145.283
2154,0,0,0,0,0,0,0,0,0,0,0,0,2,2.95,10,12.262,85,114.582,494,1066.317,456,1001.019,252,669.555,110,478.931,114,679.52,115,511.249,102,647.343,161,1060.114,191,1352.104,275,2094.93,609,4981.69,292,2575.665,3268,17248.231
2155,0,0,0,0,1,1.5,0,0,0,0,0,0,0,0,10,10.55,88,109.558,739,1495.784,646,1300.416,477,1101.405,272,995.254,327,1294.324,340,1545.33,258,1302.056,453,2707.268,648,4762.266,1046,8025.01,1788,14477.292,738,6223.88,7831,45351.893
2156,0,0,0,0,0,0,0,0,0,0,0,0,2,6.315,9,12.565,62,80.78,232,577.677,126,354.778,98,284.8,61,303.81,113,500.563,64,355.925,79,415.292,96,870.802,108,990.413,144,1799.38,212,2537.055,74,948.56,1480,10038.715
2157,0,0,0,0,0,0,0,0,0,0,0,0,4,5.19,4,4.86,17,26.695,49,128.713,32,100.87,18,95.65,10,44.69,15,72.71,21,203.805,25,141.049,31,262.75,49,603.085,31,319.27,69,898.75,18,210.91,393,3118.997
2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8.75,14,24.56,77,218.83,56,199.063,43,136.835,28,136.79,36,315.156,32,293.625,39,262.484,46,537.894,64,632.589,54,581.555,133,1468.74,51,502.19,679,5319.061
2159,0,0,0,0,1,0.6,0,0,0,0,0,0,1,5.04,6,13.17,26,36.895,64,147.129,45,206.149,35,122.021,14,71.57,16,77.73,23,159.535,19,114.11,33,345.514,52,415.443,55,723.32,57,570.81,29,288.04,476,3297.076
2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15.62,27,34.924,145,312.385,216,451.97,157,386.065,50,149.91,58,226.8,58,292.51,64,335.557,49,297.345,90,787.685,102,728.748,238,1891.47,92,802.6,1356,6713.589
2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.98,35,39.56,119,210.914,184,370.084,142,328.505,58,260.765,56,223.1,85,621.335,81,712.98,144,661.155,90,814.47,170,1759.895,217,1818.205,102,944.9,1485,8767.848
2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,16,17.84,106,187.465,156,283.39,129,301.975,60,243.5,55,270.995,52,364.135,44,240.865,35,240.07,58,716.27,76,646.115,165,1589.845,71,580.385,1024,5683.84
2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,9,10.2,40,80.49,83,169.36,56,115.505,15,49.249,23,403.93,15,89.11,17,170.935,26,269.53,20,245.395,27,211.47,57,902.355,33,479.44,422,3197.959
2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7.02,27,28.79,153,292.514,248,491.852,155,460.08,66,784.93,126,982.905,90,1007.48,87,1177.99,134,1522.334,137,3090.5,184,2572.145,257,3997.785,107,1293.69,1778,17710.015
2165,0,0,0,0,0,0,0,0,0,0,1,2.48,1,2.97,4,4.545,42,56.5,269,515.552,412,842.145,304,699.75,92,310.376,107,510.055,87,636.54,79,450.925,210,860.798,132,1221.763,147,1286.856,281,2564.895,127,1003.41,2295,10969.56
2166,0,0,0,0,0,0,0,0,0,0,1,1.02,0,0,4,5.412,32,37.31,352,721.586,745,1510.072,433,1046.73,150,515.488,140,568.055,105,625.2,68,398.29,109,689.71,147,1417.07,168,1197.925,372,3141.79,177,1425.03,3003,13300.688
2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.99,14,16.27,93,178.065,105,190.969,113,234.325,55,165.225,65,227.738,40,147.62,32,165.025,33,170.415,76,484.73,115,772.975,169,1266.075,52,386.895,963,4407.317
2168,0,0,0,0,0,0,0,0,1,1.8,0,0,0,0,4,4.53,52,62.545,325,607.486,550,1060.353,478,1089.893,118,384.155,151,522.12,121,540.015,77,331.405,128,637.095,160,1089.584,256,1805.47,536,3950.395,228,1702.33,3185,13789.176
2170,0,0,0,0,0,0,0,0,4,5.64,1,1.24,1,0.96,13,16.302,130,158.24,817,1496.417,1092,2225.237,904,2127.955,262,1085.475,368,1905.187,340,1936.08,239,1493.635,386,2926.255,484,4769.245,817,7517.681,1217,12075.859,521,4823.19,7596,44564.598
2171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7.485,30,37.38,191,394.03,394,835.259,358,896.396,173,575.339,167,687.21,164,725.986,149,776.145,193,1064.502,228,1504.962,369,2916.989,644,5039.57,352,2804.47,3419,18265.723
