Small Generation Unit (SGU) - Solar Panel (Deemed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be aware that RET legislation allows a 12 month creation period for registered persons to create their certificates. The 2021 and 2020 figures will continue to rise due to the 12 month creation period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data as at 31/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Unit Installation Postcode,Previous Years (2001-2019) - Installations Quantity,Previous Years (2001-2019) - SGU Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,May 2020 - Installations Quantity,May 2020 - SGU Rated Output In kW,Jun 2020 - Installations Quantity,Jun 2020 - SGU Rated Output In kW,Jul 2020 - Installations Quantity,Jul 2020 - SGU Rated Output In kW,Aug 2020 - Installations Quantity,Aug 2020 - SGU Rated Output In kW,Sep 2020 - Installations Quantity,Sep 2020 - SGU Rated Output In kW,Oct 2020 - Installations Quantity,Oct 2020 - SGU Rated Output In kW,Nov 2020 - Installations Quantity,Nov 2020 - SGU Rated Output In kW,Dec 2020 - Installations Quantity,Dec 2020 - SGU Rated Output In kW,Jan 2021 - Installations Quantity,Jan 2021 - SGU Rated Output In kW,Feb 2021 - Installations Quantity,Feb 2021 - SGU Rated Output In kW,Mar 2021 - Installations Quantity,Mar 2021 - SGU Rated Output In kW,Apr 2021 - Installations Quantity,Apr 2021 - SGU Rated Output In kW,May 2021 - Installations Quantity,May 2021 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
2550,"2,546","8,969.882",10,68.660,14,84.265,30,176.495,32,306.510,30,181.355,23,262.980,26,174.600,43,277.010,35,212.160,37,232.380,29,189.495,70,436.620,15,86.950,27.000,191.150,24.000,205.780,48.000,333.420,12,79.635,3051,12469.347
2551,398,"1,728.305",3,16.170,1,4.340,1,5.280,11,49.985,6,39.930,5,53.220,8,44.315,5,23.760,7,25.190,3,21.180,7,43.750,16,58.080,3,16.560,6.000,50.910,4.000,25.840,8.000,54.300,2,13.230,494,2274.345
2552,1,0.560,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,1,0.56
2555,4,49.490,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,4,49.49
2556,135,815.474,1,6.600,0,0.000,0,0.000,0,0.000,4,54.025,0,0.000,1,22.680,4,48.275,0,0.000,2,19.575,1,31.080,1,35.120,3,23.820,2.000,19.860,2.000,21.090,1.000,13.200,0,0.000,157,1110.799
2557,829,"4,945.770",26,190.260,29,228.670,31,224.020,31,229.925,41,324.855,45,327.615,45,364.140,51,386.010,64,482.045,43,324.015,53,459.155,59,498.325,47,356.050,51.000,442.810,44.000,396.660,33.000,248.230,20,157.175,1542,10585.73
2558,960,"3,334.748",12,70.385,17,104.410,11,71.340,14,93.075,12,87.765,12,89.820,18,109.775,14,90.590,15,107.920,19,141.460,16,116.400,28,214.810,17,114.280,33.000,218.235,25.000,181.510,27.000,184.390,10,56.590,1260,5387.503
2559,86,491.549,6,40.920,3,19.800,5,37.635,1,6.600,3,19.400,8,46.720,3,19.860,4,45.700,5,39.535,1,4.070,4,30.090,6,43.010,3,24.360,4.000,34.040,2.000,12.580,6.000,68.080,2,17.390,152,1001.339
2560,"5,721","21,940.655",92,653.330,99,668.705,105,972.355,63,554.680,70,516.745,98,657.450,148,943.735,122,916.035,158,"1,196.785",104,800.855,123,"1,139.805",124,"1,083.280",111,849.600,115.000,"1,003.550",128.000,"1,052.305",182.000,"1,233.755",77,544.680,7640,36728.305
2563,14,151.470,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,14,151.47
2564,848,"2,788.532",17,103.900,20,108.560,12,81.315,12,79.880,19,133.615,14,87.015,17,132.830,15,111.885,25,166.370,26,173.730,22,154.715,23,160.610,12,84.830,24.000,169.020,16.000,125.230,24.000,160.145,24,111.970,1170,4934.152
2565,"1,788","10,338.388",40,285.760,58,407.094,61,355.529,35,292.345,60,481.512,56,665.845,92,797.385,92,876.055,119,714.680,111,687.215,105,788.610,95,893.850,82,680.785,87.000,785.985,82.000,710.105,68.000,605.475,24,201.830,3055,20568.448
2566,"2,519","10,467.459",34,226.140,42,284.780,27,220.570,25,260.195,52,467.275,59,391.354,54,483.510,63,459.960,71,679.675,42,374.905,33,378.480,61,591.545,52,413.480,69.000,496.950,58.000,465.430,63.000,384.810,24,265.560,3348,17312.078
2567,"3,296","16,252.384",53,385.220,58,478.350,60,420.815,52,352.570,43,348.800,66,542.220,57,494.320,73,887.510,81,648.090,78,820.635,80,771.690,82,848.100,74,610.360,94.000,758.135,83.000,753.050,62.000,473.470,32,237.475,4424,26083.194
2568,159,699.607,3,23.330,0,0.000,5,38.285,2,17.160,0,0.000,0,0.000,1,13.200,0,0.000,1,6.660,1,8.880,0,0.000,1,6.400,1,11.100,0.000,0.000,1.000,6.660,2.000,28.080,0,0.000,177,859.362
2569,174,825.590,2,13.200,5,42.360,1,6.600,2,21.590,2,14.520,2,23.760,3,23.860,3,22.110,1,10.800,3,34.320,2,17.390,1,13.320,1,6.600,2.000,16.650,1.000,13.320,3.000,28.890,1,16.280,209,1151.16
2570,"3,851","20,787.970",62,449.895,94,699.865,91,801.560,103,675.140,97,761.805,111,892.565,123,"1,005.210",154,"1,331.540",130,"1,202.155",117,932.995,142,"1,320.390",127,"1,175.935",135,"1,061.375",132.000,"1,145.275",136.000,"1,216.830",121.000,"1,176.530",40,380.600,5766,37017.635
2571,"1,288","6,388.761",11,99.290,14,114.900,25,197.100,23,175.265,20,182.190,24,204.635,25,243.500,26,237.355,36,333.830,32,278.085,31,330.590,26,386.570,23,246.475,17.000,132.150,25.000,286.570,31.000,333.720,14,117.550,1691,10288.536
2572,434,"2,109.410",3,24.750,6,45.335,9,71.400,7,46.450,6,44.895,5,28.860,10,78.485,5,39.840,2,106.285,11,70.150,9,77.610,8,79.060,8,64.600,8.000,75.920,5.000,37.740,16.000,148.970,4,26.640,556,3176.4
2573,405,"1,582.492",5,33.060,5,34.255,7,55.500,11,170.145,10,71.870,5,33.060,6,47.700,9,68.695,6,61.070,11,81.430,7,44.650,6,47.620,8,79.160,9.000,101.520,5.000,36.260,16.000,134.695,8,60.060,539,2743.242
2574,647,"3,333.362",6,68.450,8,66.615,10,76.780,8,54.365,11,89.685,11,99.285,7,64.560,5,128.645,7,69.590,14,129.255,16,152.440,10,105.495,15,131.585,8.000,76.640,15.000,117.740,16.000,130.200,7,74.610,821,4969.302
2575,"1,577","7,311.537",20,143.275,15,102.405,41,306.835,38,270.070,33,235.990,27,238.830,25,167.460,31,297.060,37,322.305,35,230.965,32,413.450,21,191.680,27,205.540,23.000,185.385,26.000,230.680,28.000,226.390,10,81.210,2046,11161.067
2576,"1,121","5,650.434",9,65.590,15,169.680,24,249.020,21,156.280,17,140.235,19,134.790,18,141.455,13,88.710,24,245.060,20,135.270,23,179.505,27,261.600,16,111.360,11.000,80.800,15.000,160.410,20.000,165.775,11,107.545,1424,8243.519
2577,"1,694","8,944.983",19,142.500,27,174.040,21,140.750,38,275.315,38,308.810,31,272.210,27,250.170,33,241.495,48,444.185,23,187.375,29,256.410,46,800.835,19,175.300,35.000,254.760,36.000,287.325,33.000,328.285,16,121.585,2213,13606.333
2578,348,"1,436.129",1,13.200,3,19.800,6,42.015,6,43.075,9,50.630,7,47.970,6,34.130,3,18.800,8,58.060,5,34.940,4,26.420,7,47.510,3,20.780,1.000,6.660,6.000,38.360,10.000,74.030,6,50.500,439,2063.009
2579,608,"3,049.549",4,26.345,3,20.975,5,39.110,4,31.600,9,102.745,7,76.380,9,65.225,8,55.180,12,87.070,9,64.650,8,87.150,8,41.760,6,46.740,12.000,92.910,10.000,107.060,16.000,114.185,4,33.210,742,4141.844
2580,"2,594","12,790.693",34,214.865,19,148.665,50,401.150,31,301.270,34,285.565,24,182.930,37,235.980,45,348.475,24,199.825,47,410.115,45,387.715,32,282.795,39,285.060,55.000,422.890,43.000,359.675,44.000,354.185,14,106.280,3211,17718.133
2581,332,"1,735.749",2,13.200,2,13.860,2,12.900,0,0.000,4,39.560,7,43.575,10,78.990,6,36.750,6,49.600,3,24.090,5,44.170,4,43.975,0,0.000,11.000,106.150,5.000,42.680,7.000,49.160,0,0.000,406,2334.409
2582,"1,634","9,018.975",17,118.720,25,184.350,22,154.030,28,220.505,24,211.615,28,220.260,17,221.770,23,198.570,17,206.790,17,178.020,33,332.995,34,312.240,19,145.160,18.000,184.680,23.000,194.900,20.000,167.100,12,78.380,2011,12349.06
2583,612,"2,985.772",4,17.630,3,17.795,8,61.750,3,24.840,6,46.495,8,48.700,3,12.340,3,21.885,8,51.860,2,15.845,5,37.230,7,46.945,1,6.600,4.000,24.680,5.000,57.600,5.000,40.140,3,21.640,690,3539.747
2584,83,419.360,0,0.000,0,0.000,6,37.715,3,39.775,2,18.480,0,0.000,1,6.500,1,6.600,2,15.840,2,11.430,3,20.910,0,0.000,0,0.000,0.000,0.000,2.000,13.320,2.000,13.260,0,0.000,107,603.19
2585,20,142.460,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,20,142.46
2586,448,"2,179.293",1,6.600,3,19.815,5,28.765,3,22.440,4,39.400,6,49.590,15,94.385,4,46.530,2,13.260,5,59.400,6,48.740,5,30.810,3,19.820,4.000,26.580,5.000,36.940,4.000,28.920,1,13.200,524,2764.488
2587,412,"2,133.007",3,38.580,2,18.600,18,80.020,6,50.895,3,23.650,10,175.515,9,95.910,8,52.360,8,75.570,6,47.720,8,47.480,12,127.105,2,18.480,6.000,45.940,5.000,46.270,4.000,33.240,2,16.450,524,3126.792
2588,67,354.945,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,7.260,0,0.000,1,3.600,1,6.660,2,12.540,1,10.500,0,0.000,1.000,6.660,1.000,13.320,0.000,0.000,0,0.000,75,415.485
2590,809,"4,160.973",8,62.370,11,58.190,13,84.495,5,28.830,33,133.000,10,56.700,19,197.130,17,89.640,13,86.140,28,167.890,15,106.590,15,132.750,13,74.670,9.000,54.740,23.000,168.910,58.000,201.830,9,55.230,1108,5920.078
2594,"1,252","7,001.605",11,71.240,25,203.755,27,225.970,16,145.920,15,101.715,17,284.200,14,130.740,11,95.205,22,144.745,20,150.090,22,167.830,30,311.210,13,105.405,23.000,170.170,19.000,195.920,19.000,176.400,8,54.130,1564,9736.25
2600,481,"4,274.434",5,66.840,8,97.245,8,68.405,7,56.855,8,76.490,5,62.470,5,50.310,5,36.350,11,121.885,13,300.630,14,127.705,10,91.790,5,45.320,9.000,154.835,7.000,141.240,7.000,181.210,3,21.830,611,5975.844
2601,19,805.480,0,0.000,0,0.000,0,0.000,2,161.755,0,0.000,2,199.620,0,0.000,1,33.300,0,0.000,1,8.140,0,0.000,0,0.000,0,0.000,0.000,0.000,3.000,97.060,0.000,0.000,0,0.000,28,1305.355
2602,"1,898","7,880.245",17,71.730,19,135.240,17,116.090,20,135.775,31,240.420,25,219.900,37,282.350,32,293.670,27,203.305,27,189.300,33,227.240,38,305.220,28,222.380,27.000,258.395,41.000,283.070,25.000,190.840,21,193.310,2363,11448.48
2603,449,"3,091.770",3,24.720,8,81.255,6,51.820,6,72.750,13,213.845,8,87.340,9,132.148,10,84.115,9,88.790,6,152.560,6,63.460,8,95.740,4,29.010,13.000,233.660,10.000,179.210,8.000,101.430,7,74.480,583,4858.103
2604,458,"2,219.914",2,11.850,3,26.385,2,11.650,3,17.700,8,70.140,5,22.975,4,33.090,2,10.610,2,24.200,4,29.120,7,144.000,9,82.505,1,7.770,6.000,63.260,3.000,26.120,13.000,116.060,3,19.880,535,2937.229
2605,800,"3,526.376",8,63.705,14,127.630,10,74.400,10,95.600,5,33.935,5,36.560,12,114.710,8,63.240,7,62.970,9,60.380,10,81.730,5,41.810,14,105.890,8.000,92.580,11.000,88.190,10.000,80.140,7,75.090,953,4824.936
2606,552,"2,723.430",3,29.040,8,87.640,2,13.370,6,75.990,5,38.490,6,74.440,6,49.670,4,22.650,11,85.230,6,106.570,4,31.360,14,144.600,3,18.700,17.000,137.510,7.000,72.090,2.000,25.100,2,21.460,658,3757.34
2607,951,"4,096.165",9,65.245,11,84.420,14,135.490,11,191.200,11,94.805,13,83.855,18,114.195,13,99.250,9,82.820,22,185.590,18,155.780,14,144.630,4,38.820,16.000,151.060,11.000,103.680,18.000,120.930,9,65.920,1172,6013.855
2609,119,"3,285.453",2,129.600,2,48.100,1,99.940,3,159.880,1,26.460,0,0.000,1,21.060,2,68.270,2,38.610,1,32.800,5,156.520,2,175.070,1,6.480,0.000,0.000,1.000,39.600,1.000,29.600,0,0.000,144,4317.443
2611,"2,557","11,328.451",29,189.130,32,237.920,34,269.900,33,246.935,54,431.885,47,402.225,52,419.490,41,322.640,57,516.345,52,357.615,47,465.150,64,544.060,37,338.165,46.000,386.660,32.000,289.010,38.000,297.250,21,167.350,3273,17210.181
2612,408,"2,240.122",2,106.200,7,151.060,19,217.635,7,60.765,8,78.020,5,32.400,4,20.460,7,49.710,5,34.560,10,59.375,11,151.530,8,76.900,7,45.170,5.000,37.930,7.000,53.210,8.000,67.980,2,18.960,530,3501.987
2614,"1,489","6,002.335",10,83.020,14,92.825,14,107.150,10,97.780,31,234.315,20,166.335,30,204.480,24,163.070,22,174.230,22,154.765,34,238.855,26,215.920,22,152.710,30.000,249.580,27.000,220.610,15.000,108.150,14,139.800,1854,8805.93
2615,"3,201","12,918.950",32,227.610,48,295.400,56,373.290,60,392.190,56,443.900,68,423.190,76,491.105,86,539.445,79,647.195,83,555.540,93,602.670,71,544.915,52,358.160,53.000,418.870,80.000,621.020,67.000,513.610,33,238.675,4294,20605.735
2616,9,63.085,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,9,63.085
2617,"1,968","8,299.651",19,141.110,24,169.575,37,284.795,13,90.710,34,269.710,23,175.700,32,264.665,31,216.855,31,214.430,41,303.590,33,304.375,48,433.450,20,150.730,35.000,342.360,32.000,232.980,27.000,236.710,19,161.040,2467,12292.436
2618,180,"1,325.370",3,26.070,3,33.500,0,0.000,2,19.800,3,19.470,0,0.000,3,39.120,1,3.960,1,9.620,1,13.200,2,19.880,7,97.380,3,122.100,5.000,39.900,1.000,11.840,3.000,36.400,1,13.300,219,1830.91
2619,641,"3,222.582",8,62.195,12,82.090,12,92.680,9,80.600,15,114.090,20,166.295,12,101.050,14,109.060,17,233.115,16,132.070,13,105.925,21,206.855,12,114.970,27.000,258.700,20.000,176.790,23.000,209.650,10,85.230,902,5553.947
2620,"3,300","20,256.169",40,308.830,47,346.940,42,412.795,57,493.660,56,450.905,62,665.515,56,526.335,63,548.905,52,437.515,87,727.320,75,680.700,99,"1,292.580",48,369.390,83.000,872.370,68.000,562.340,49.000,370.820,45,344.130,4329,29667.219
2621,837,"4,298.831",9,68.660,6,43.140,12,93.625,12,105.630,13,104.505,6,52.615,6,55.850,9,69.120,7,51.040,16,144.290,21,171.160,15,133.630,8,59.160,22.000,181.640,17.000,143.760,8.000,61.465,6,43.060,1030,5881.181
2622,656,"2,703.509",2,12.900,4,21.020,4,30.035,5,27.180,7,36.960,6,117.555,6,39.575,9,47.640,13,87.347,6,81.865,15,106.770,9,74.190,4,17.970,12.000,81.490,8.000,69.860,10.000,62.370,4,26.580,780,3644.816
2623,58,231.505,1,6.600,0,0.000,1,5.185,0,0.000,1,6.500,0,0.000,1,6.325,0,0.000,1,6.600,0,0.000,0,0.000,1,10.220,1,5.280,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,65,278.215
2624,3,39.020,1,9.900,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,7.400,5,56.32
2625,4,110.390,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,4,110.39
2626,49,197.260,0,0.000,0,0.000,5,27.900,1,6.600,1,6.600,7,39.330,1,6.000,1,6.600,0,0.000,1,12.240,0,0.000,1,6.600,2,13.200,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,69,322.33
2627,436,"2,426.894",4,40.100,2,25.740,15,128.655,12,91.330,10,77.405,8,53.505,13,92.800,4,31.550,12,102.935,7,43.510,12,89.875,21,268.110,7,70.770,7.000,47.390,13.000,93.070,11.000,90.340,3,38.240,597,3812.219
2628,222,"1,128.920",3,26.400,4,25.400,3,18.200,6,39.600,4,29.840,3,16.320,3,18.810,7,43.730,4,30.730,3,20.820,2,15.310,1,6.660,0,0.000,6.000,36.330,3.000,25.700,11.000,84.980,1,39.600,286,1607.35
2629,67,327.035,0,0.000,3,12.000,2,13.200,0,0.000,0,0.000,1,6.600,2,11.400,2,36.960,1,6.600,0,0.000,1,17.550,2,12.150,2,103.600,1.000,19.240,3.000,16.670,1.000,6.600,0,0.000,88,589.605
2630,957,"4,663.083",3,19.500,7,47.850,8,58.540,9,55.510,11,95.480,16,138.460,12,117.740,15,98.710,7,43.820,6,46.260,9,57.980,12,111.150,4,26.745,12.000,153.495,18.000,126.140,7.000,43.810,3,28.500,1116,5932.773
2631,62,224.795,0,0.000,0,0.000,2,13.200,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,1,6.300,1,6.600,1,3.300,2.000,19.960,2.000,19.860,0.000,0.000,0,0.000,72,300.615
2632,207,726.715,0,0.000,1,6.600,0,0.000,1,6.300,1,20.160,4,20.920,0,0.000,3,37.050,1,10.080,0,0.000,1,13.200,21,146.700,3,26.580,9.000,51.180,7.000,39.050,4.000,31.800,1,8.140,264,1144.475
2633,29,92.630,0,0.000,0,0.000,0,0.000,1,5.600,0,0.000,1,6.600,1,4.620,0,0.000,1,6.600,0,0.000,1,6.600,3,41.760,0,0.000,0.000,0.000,0.000,0.000,1.000,6.930,0,0.000,38,171.34
2640,"4,020","20,623.953",57,263.590,59,466.275,91,662.850,49,326.870,76,509.055,95,591.175,76,554.635,53,458.185,65,480.590,85,782.825,90,873.440,78,589.045,51,397.970,53.000,510.975,83.000,685.895,62.000,501.795,32,277.760,5175,29556.883
2641,"1,426","6,373.006",16,76.005,24,162.210,20,137.730,13,86.240,16,136.430,27,276.030,26,205.560,21,146.000,23,178.960,33,242.865,35,392.295,28,258.775,19,134.680,23.000,198.170,31.000,256.850,19.000,146.100,20,97.480,1820,9505.386
2642,775,"4,009.352",5,35.480,7,42.340,17,101.985,10,74.645,13,89.540,8,71.165,5,27.960,9,55.725,8,53.110,12,73.225,18,168.910,16,137.315,6,73.040,9.000,69.390,25.000,209.885,8.000,56.220,4,34.325,955,5383.612
2643,512,"2,770.879",3,20.645,3,15.840,5,25.585,4,24.315,7,41.980,5,26.450,7,52.020,5,43.470,10,68.635,4,25.790,4,26.080,8,55.060,6,45.890,9.000,65.230,7.000,62.975,6.000,37.470,2,15.540,607,3423.854
2644,355,"2,015.176",4,23.595,3,16.500,2,23.760,2,15.900,1,6.600,3,76.925,1,6.600,6,59.695,5,49.000,8,42.210,4,21.315,10,68.140,2,13.250,3.000,26.150,5.000,41.460,3.000,17.070,1,6.660,418,2530.006
2645,77,458.230,1,6.600,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,2,11.880,1,4.725,1,6.615,0,0.000,1,13.200,1,1.375,1.000,6.290,0.000,0.000,1.000,4.440,1,5.180,88,525.135
2646,"1,139","6,436.215",11,71.380,12,113.470,11,63.205,15,113.775,12,83.670,5,29.040,9,64.020,6,41.190,15,106.690,45,196.660,8,60.700,7,54.170,5,63.420,14.000,100.070,9.000,85.660,10.000,60.170,7,55.750,1340,7799.255
2647,426,"2,533.647",4,40.920,5,36.300,4,20.585,8,57.620,6,33.055,6,38.320,4,37.550,2,21.780,4,33.660,5,46.010,8,80.740,7,53.460,2,13.260,5.000,39.660,2.000,16.230,3.000,18.810,2,13.260,503,3134.867
2648,340,"2,375.934",3,16.065,1,18.240,0,0.000,3,15.750,1,5.670,0,0.000,1,7.400,3,21.450,3,31.735,3,22.560,5,47.180,9,60.450,4,33.550,5.000,37.360,4.000,37.680,2.000,21.380,5,42.310,392,2794.714
2649,3,6.770,0,0.000,0,0.000,0,0.000,0,0.000,1,10.560,0,0.000,1,5.280,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,5,22.61
2650,"4,582","24,403.034",95,477.930,109,598.280,53,384.045,76,609.320,127,751.520,86,711.320,100,753.705,76,510.565,197,992.735,163,852.620,95,636.385,100,914.295,40,241.640,247.000,"1,252.840",338.000,"1,611.970",117.000,774.035,85,317.740,6686,36793.979
2651,137,805.220,5,25.535,2,13.200,1,6.600,7,54.120,2,13.200,4,27.390,1,6.480,5,34.350,3,22.380,1,5.280,7,43.545,3,18.440,3,22.450,2.000,13.260,7.000,37.890,2.000,12.520,2,16.650,194,1178.51
2652,571,"3,085.077",6,34.120,8,45.665,2,26.220,5,49.690,4,23.910,4,22.030,4,21.645,5,48.220,8,60.000,7,48.120,13,96.555,8,70.775,5,39.755,8.000,69.480,10.000,97.270,11.000,76.555,1,9.990,680,3925.077
2653,356,"1,699.895",0,0.000,3,41.900,0,0.000,1,6.600,7,68.445,4,23.340,6,121.490,4,33.080,3,18.240,5,33.000,2,16.200,9,55.970,6,26.080,6.000,32.440,8.000,73.310,5.000,29.330,2,14.060,427,2293.38
2655,204,"1,041.069",5,47.880,1,6.390,2,8.460,2,9.160,1,6.600,3,21.065,0,0.000,1,6.600,7,39.040,7,37.320,4,25.410,3,29.700,0,0.000,4.000,42.080,2.000,17.010,0.000,0.000,0,0.000,246,1337.784
2656,190,"1,016.841",0,0.000,0,0.000,3,14.700,2,13.200,1,12.540,0,0.000,2,12.650,0,0.000,10,63.090,3,16.800,4,28.360,1,6.290,2,12.580,1.000,9.900,3.000,24.970,4.000,27.510,2,13.320,228,1272.751
2658,230,"1,150.620",1,10.560,4,20.910,2,12.990,1,34.980,1,5.220,5,29.460,0,0.000,0,0.000,2,10.560,19,87.685,5,22.680,4,24.500,0,0.000,0.000,0.000,2.000,15.540,1.000,6.660,1,6.660,278,1439.025
2659,142,792.709,0,0.000,1,6.600,3,16.656,0,0.000,2,23.100,0,0.000,1,5.940,1,7.560,2,16.300,1,6.500,1,3.960,0,0.000,0,0.000,1.000,6.660,1.000,9.900,2.000,16.560,1,6.500,159,918.945
2660,265,"1,438.428",1,10.075,0,0.000,10,71.670,3,21.520,1,6.600,1,6.600,3,205.200,1,8.000,0,0.000,10,68.910,5,32.415,5,42.300,1,9.900,4.000,29.190,5.000,38.545,2.000,16.490,3,21.460,320,2027.303
2663,436,"2,402.516",8,49.080,2,9.900,8,42.185,4,25.265,47,151.140,10,36.200,3,17.670,5,34.975,7,49.285,7,38.940,11,102.970,2,13.300,2,9.900,1.000,6.600,11.000,81.510,11.000,69.415,4,16.630,579,3157.481
2665,227,"1,321.529",0,0.000,1,6.600,1,17.425,0,0.000,4,31.800,2,14.310,2,13.200,0,0.000,7,46.200,3,18.150,1,3.960,3,35.850,1,5.110,2.000,31.860,1.000,9.900,8.000,53.500,1,6.660,264,1616.054
2666,605,"3,324.310",1,6.600,11,214.170,9,65.320,7,50.820,5,36.300,57,223.170,8,41.445,9,136.430,11,70.340,9,106.650,5,34.385,9,108.100,4,37.720,4.000,40.330,10.000,91.155,3.000,20.180,3,31.080,770,4638.505
2668,59,254.445,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,1,5.940,1,5.940,1,3.300,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,1.000,6.660,0.000,0.000,0,0.000,64,282.885
2669,192,"1,059.163",0,0.000,0,0.000,3,19.800,2,12.540,1,6.600,1,13.200,10,72.600,4,35.440,0,0.000,4,41.180,0,0.000,3,27.000,3,23.680,1.000,13.320,2.000,28.860,4.000,29.940,1,21.600,231,1404.923
2671,544,"3,315.495",6,18.810,9,57.585,36,136.950,4,29.040,2,12.210,1,6.600,3,30.690,5,33.060,12,71.385,7,56.295,9,92.395,2,36.300,2,15.840,0.000,0.000,7.000,133.850,24.000,117.575,2,6.660,675,4170.74
2672,242,"1,687.805",0,0.000,2,8.750,2,12.285,2,105.600,7,75.720,7,43.425,2,14.690,2,26.400,1,24.840,1,9.240,1,3.300,2,42.110,3,50.230,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,274,2104.395
2675,189,"1,618.145",2,11.040,2,116.160,5,20.585,2,12.000,2,104.020,4,40.370,2,14.520,0,0.000,2,22.320,0,0.000,6,231.300,4,308.260,1,24.420,5.000,119.060,1.000,13.320,3.000,20.560,0,0.000,230,2676.08
2678,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,39.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,1,39.6
2680,"2,270","17,045.739",42,241.125,123,717.395,18,162.490,31,253.090,31,389.805,31,374.790,37,392.580,14,159.470,42,535.400,45,518.225,56,896.090,48,571.715,22,234.535,35.000,392.880,36.000,379.715,25.000,263.920,11,87.400,2917,23616.364
2681,195,"1,477.205",1,6.600,6,50.885,2,11.110,1,3.300,5,24.455,4,23.850,2,11.520,1,5.940,0,0.000,3,30.280,3,80.320,3,70.385,0,0.000,0.000,0.000,1.000,6.660,3.000,51.800,1,18.400,231,1872.71
2700,587,"3,166.566",4,113.190,47,196.605,11,62.755,5,54.990,6,46.850,7,105.190,13,76.415,13,102.190,9,91.260,13,103.925,9,72.795,6,57.120,6,45.790,11.000,119.315,2.000,18.650,2.000,13.320,1,6.660,752,4453.586
2701,272,"1,370.365",0,0.000,3,16.800,8,64.100,4,26.190,26,90.560,5,31.005,6,39.450,4,27.690,2,17.820,2,13.040,6,34.630,1,4.440,5,49.390,3.000,24.910,7.000,140.880,3.000,19.520,1,4.840,358,1975.63
2702,119,511.408,0,0.000,1,6.380,1,2.640,0,0.000,2,6.600,0,0.000,1,6.035,0,0.000,1,3.575,0,0.000,0,0.000,0,0.000,1,5.180,1.000,8.140,0.000,0.000,1.000,6.660,0,0.000,128,556.618
2703,95,581.638,0,0.000,1,3.135,3,16.150,0,0.000,0,0.000,2,13.870,1,4.620,0,0.000,2,10.250,0,0.000,0,0.000,1,6.660,2,13.320,2.000,13.230,1.000,33.300,2.000,17.060,0,0.000,112,713.233
