Small Generation Unit (SGU) - Solar Panel (Deemed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be aware that RET legislation allows a 12 month creation period for registered persons to create their certificates. The 2021 and 2020 figures will continue to rise due to the 12 month creation period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data as at 31/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Unit Installation Postcode,Previous Years (2001-2019) - Installations Quantity,Previous Years (2001-2019) - SGU Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,May 2020 - Installations Quantity,May 2020 - SGU Rated Output In kW,Jun 2020 - Installations Quantity,Jun 2020 - SGU Rated Output In kW,Jul 2020 - Installations Quantity,Jul 2020 - SGU Rated Output In kW,Aug 2020 - Installations Quantity,Aug 2020 - SGU Rated Output In kW,Sep 2020 - Installations Quantity,Sep 2020 - SGU Rated Output In kW,Oct 2020 - Installations Quantity,Oct 2020 - SGU Rated Output In kW,Nov 2020 - Installations Quantity,Nov 2020 - SGU Rated Output In kW,Dec 2020 - Installations Quantity,Dec 2020 - SGU Rated Output In kW,Jan 2021 - Installations Quantity,Jan 2021 - SGU Rated Output In kW,Feb 2021 - Installations Quantity,Feb 2021 - SGU Rated Output In kW,Mar 2021 - Installations Quantity,Mar 2021 - SGU Rated Output In kW,Apr 2021 - Installations Quantity,Apr 2021 - SGU Rated Output In kW,May 2021 - Installations Quantity,May 2021 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
6328,37,147.760,0,0.000,0,0.000,0,0.000,0,0.000,1,6.650,1,13.200,2,12.100,0,0.000,0,0.000,0,0.000,1,6.600,2,7.800,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,44,194.11
6330,"3,049","11,679.012",36,218.105,26,140.770,26,156.005,31,161.650,32,239.865,38,239.760,30,180.070,33,438.405,36,210.735,39,246.730,29,184.850,25,188.250,15,86.730,24.000,193.490,33.000,325.710,21.000,139.500,9,58.570,3532,15088.207
6331,2,5.590,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,2,5.59
6332,6,17.126,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,6,17.126
6333,767,"3,032.429",3,16.485,5,22.520,8,44.005,10,50.860,6,29.090,10,59.470,7,38.520,6,28.590,9,83.295,5,23.610,10,58.430,5,37.190,7,42.290,5.000,28.260,8.000,49.680,3.000,33.060,1,6.660,875,3684.444
6335,85,427.265,3,12.800,1,6.600,3,19.800,0,0.000,0,0.000,0,0.000,0,0.000,1,5.400,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1.000,6.600,3.000,19.980,0.000,0.000,3,19.980,100,518.425
6336,40,170.920,1,6.600,0,0.000,1,6.600,0,0.000,0,0.000,1,5.940,0,0.000,0,0.000,0,0.000,1,6.660,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,1.000,6.660,0,0.000,45,203.38
6337,32,165.054,0,0.000,1,6.615,2,10.395,0,0.000,0,0.000,0,0.000,0,0.000,1,5.040,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1.000,6.660,2.000,13.320,0.000,0.000,0,0.000,39,207.084
6338,79,388.988,1,6.600,0,0.000,0,0.000,3,18.555,0,0.000,2,10.560,2,12.600,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,1,6.600,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,89,450.503
6341,18,95.428,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,1,13.200,0,0.000,0,0.000,2,13.200,1,6.600,0,0.000,0,0.000,0,0.000,2.000,13.200,0.000,0.000,0.000,0.000,1,6.660,26,154.888
6343,16,72.485,0,0.000,1,5.040,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,19,90.725
6346,41,289.407,0,0.000,0,0.000,1,6.160,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.400,0,0.000,1.000,6.600,1.000,6.660,0.000,0.000,0,0.000,45,315.227
6348,103,446.208,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,104,452.808
6350,48,179.225,0,0.000,0,0.000,0,0.000,2,34.520,1,6.600,1,6.600,2,13.200,0,0.000,0,0.000,0,0.000,0,0.000,2,19.800,0,0.000,0.000,0.000,2.000,13.320,0.000,0.000,0,0.000,58,273.265
6351,4,17.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,4,17.2
6352,20,166.215,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,7.920,0,0.000,0,0.000,0,0.000,3,21.450,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,24,195.585
6353,74,359.015,3,22.020,0,0.000,1,6.600,0,0.000,16,94.950,2,13.080,3,16.815,0,0.000,0,0.000,1,3.705,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3,15.170,103,531.355
6355,36,217.655,0,0.000,1,7.800,0,0.000,2,13.215,0,0.000,0,0.000,3,16.050,0,0.000,0,0.000,2,9.750,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,1.000,4.440,0,0.000,45,268.91
6356,15,87.055,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,10.230,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,16,97.285
6357,9,43.015,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,9,43.015
6358,4,33.355,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,4,33.355
6359,50,379.165,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,1,7.400,1,3.705,1,19.360,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,6.660,55,422.89
6361,9,40.030,0,0.000,0,0.000,1,7.920,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,11,54.55
6363,17,60.340,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,17,60.34
6365,86,365.605,0,0.000,0,0.000,0,0.000,0,0.000,2,35.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,89,407.405
6367,36,228.130,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,38,241.33
6368,8,40.860,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,7.700,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,9,48.56
6369,99,588.870,1,7.800,1,6.600,1,6.400,0,0.000,0,0.000,1,6.600,1,3.700,0,0.000,0,0.000,2,14.060,0,0.000,0,0.000,0,0.000,0.000,0.000,2.000,13.260,3.000,19.800,0,0.000,111,667.09
6370,51,171.560,0,0.000,0,0.000,1,6.600,1,6.600,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1.000,6.660,2.000,10.395,0.000,0.000,0,0.000,57,208.415
6372,24,83.085,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,1,6.650,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,27,102.935
6373,6,28.900,0,0.000,0,0.000,0,0.000,0,0.000,1,4.095,0,0.000,1,6.660,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,8,39.655
6375,180,724.061,1,6.600,0,0.000,0,0.000,3,15.205,1,11.880,0,0.000,0,0.000,1,18.150,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,1.000,6.600,0.000,0.000,0,0.000,187,782.496
6383,159,575.879,0,0.000,2,12.540,1,6.600,0,0.000,0,0.000,1,6.600,2,8.070,0,0.000,0,0.000,1,6.600,0,0.000,1,36.300,1,6.600,2.000,23.460,0.000,0.000,1.000,6.660,0,0.000,171,689.309
6384,4,22.340,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,4,22.34
6385,3,15.960,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,3,15.96
6386,7,28.940,0,0.000,0,0.000,0,0.000,1,6.615,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,8,35.555
6390,250,"1,143.857",3,17.820,2,19.560,3,19.500,0,0.000,2,13.200,2,45.110,3,16.500,5,33.000,3,19.800,1,6.600,2,12.960,3,19.920,2,13.260,6.000,38.250,3.000,19.920,6.000,32.360,2,11.840,298,1483.457
6391,102,555.041,1,6.600,2,13.200,3,61.700,0,0.000,2,6.325,1,7.920,1,6.500,1,8.140,0,0.000,2,14.370,1,6.660,0,0.000,1,6.660,2.000,13.320,0.000,0.000,2.000,15.480,1,5.180,122,727.096
6392,62,244.454,0,0.000,1,10.800,3,23.900,0,0.000,0,0.000,0,0.000,0,0.000,1,7.920,0,0.000,0,0.000,1,6.660,0,0.000,1,6.660,0.000,0.000,0.000,0.000,1.000,7.770,0,0.000,70,308.164
6393,17,52.740,0,0.000,0,0.000,1,6.600,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.300,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,20,72.24
6394,18,71.520,0,0.000,0,0.000,2,13.230,2,7.860,1,6.615,3,202.740,0,0.000,1,2.640,0,0.000,0,0.000,0,0.000,1,6.660,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2,14.370,30,325.635
6395,192,891.684,0,0.000,2,18.720,2,30.360,1,6.600,1,6.600,0,0.000,1,3.300,1,6.600,1,8.160,3,19.620,1,8.140,2,13.320,0,0.000,0.000,0.000,1.000,11.900,0.000,0.000,0,0.000,208,1025.004
6396,24,110.060,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,7.920,0,0.000,0,0.000,0,0.000,2.000,79.920,0.000,0.000,0.000,0.000,1,6.660,28,204.56
6397,13,65.280,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,9.900,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,15,81.78
6398,80,370.573,0,0.000,0,0.000,0,0.000,1,3.960,0,0.000,0,0.000,0,0.000,2,13.220,0,0.000,0,0.000,1,3.465,1,6.660,0,0.000,0.000,0.000,1.000,3.960,0.000,0.000,1,6.600,87,408.438
6401,"1,029","5,042.752",8,46.520,8,48.300,8,59.670,7,42.150,6,32.800,2,12.520,24,175.860,9,129.930,10,77.865,11,68.220,15,89.025,15,102.745,10,65.480,12.000,91.540,13.000,84.120,4.000,24.660,6,36.425,1197,6230.582
6403,34,159.445,0,0.000,0,0.000,1,3.960,0,0.000,2,7.590,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,1.000,3.700,0,0.000,38,174.695
6405,38,171.120,0,0.000,0,0.000,0,0.000,0,0.000,1,5.280,2,13.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,1.000,6.660,0,0.000,42,196.26
6407,140,896.796,0,0.000,3,19.830,2,24.090,1,19.800,3,16.500,1,2.750,2,17.490,0,0.000,0,0.000,0,0.000,0,0.000,2,13.260,1,6.600,2.000,13.320,0.000,0.000,2.000,12.580,0,0.000,159,1043.016
6409,43,204.505,0,0.000,0,0.000,1,6.615,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,1,3.960,0,0.000,0.000,0.000,0.000,0.000,1.000,6.615,0,0.000,47,228.295
6410,135,646.367,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,3.850,0,0.000,0,0.000,1,6.600,5,29.700,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,142,686.517
6411,12,63.010,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,13.320,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,14,76.33
6412,4,23.220,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,5,29.82
6413,6,27.080,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,7.920,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,7,35
6414,5,38.102,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,5,38.102
6415,398,"1,887.097",1,6.600,3,23.400,3,19.815,1,6.480,3,46.200,4,24.750,0,0.000,2,13.200,3,17.160,1,6.600,7,81.420,3,19.650,0,0.000,2.000,8.000,2.000,26.340,3.000,19.920,4,26.640,440,2233.272
6418,141,605.600,1,6.600,0,0.000,0,0.000,5,33.000,2,13.080,1,6.600,0,0.000,0,0.000,1,6.600,0,0.000,1,35.700,2,42.360,0,0.000,2.000,13.260,1.000,2.640,2.000,13.320,4,23.680,163,802.44
6419,8,28.875,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,8,28.875
6420,5,20.400,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,5,20.4
6421,13,65.541,1,6.615,0,0.000,0,0.000,0,0.000,1,6.615,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,15,78.771
6422,3,13.620,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,3,13.62
6423,47,171.300,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,3,33.075,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,5,50.160,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,57,267.735
6424,3,15.860,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,12.600,0,0.000,0,0.000,1,6.300,1,6.300,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,7,41.06
6425,17,112.050,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,2.000,13.300,0.000,0.000,0,0.000,19,125.35
6426,99,520.305,0,0.000,0,0.000,1,6.600,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,1,6.600,1,4.070,1,6.660,1.000,6.660,0.000,0.000,1.000,6.660,0,0.000,107,570.755
6427,2,8.250,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,2,8.25
6428,12,49.985,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,1.000,7.400,0,0.000,13,57.385
6429,103,625.765,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,52.200,3,19.800,5,28.560,0,0.000,2,13.200,2,13.310,0,0.000,1,6.615,0.000,0.000,2.000,13.290,0.000,0.000,1,6.300,122,779.04
6430,"1,378","7,297.635",1,6.600,9,71.560,29,193.010,11,70.335,25,215.320,18,120.025,13,80.120,15,137.980,8,74.970,9,53.625,35,323.420,25,178.880,17,118.715,17.000,113.930,31.000,192.360,9.000,55.490,12,79.920,1662,9383.895
6431,11,58.585,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,1.000,6.300,0.000,0.000,0,0.000,12,64.885
6432,506,"2,309.593",0,0.000,5,22.015,20,125.300,4,29.260,4,25.990,3,18.510,5,32.070,3,19.800,1,6.660,5,25.570,13,78.785,11,71.960,1,6.650,3.000,32.290,9.000,50.880,6.000,40.390,3,19.550,602,2915.273
6433,6,18.500,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,7.665,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,7,26.165
6434,12,86.400,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,13,93
6436,10,83.730,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,8.875,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,11,92.605
6437,187,320.730,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,2.000,7.920,0,0.000,189,328.65
6438,44,219.895,0,0.000,0,0.000,1,39.600,0,0.000,1,39.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,5.000,66.230,1,6.600,52,371.925
6440,19,216.960,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,46.200,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,39.690,22,302.85
6442,101,581.595,0,0.000,0,0.000,2,13.230,0,0.000,2,9.900,2,197.600,2,13.200,0,0.000,0,0.000,1,6.600,1,6.660,4,26.520,5,33.120,3.000,19.980,1.000,2.640,2.000,13.320,6,39.590,132,963.955
6443,46,356.915,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,1.000,18.500,0,0.000,47,375.415
6445,2,11.880,0,0.000,0,0.000,0,0.000,1,5.015,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,43.610,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,6,60.505
6446,3,23.140,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,10.030,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,4,33.17
6447,5,39.820,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,1,6.600,0,0.000,1,5.200,2,17.490,1,6.600,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,11,82.31
6448,8,35.615,1,6.510,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,15.600,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,10,57.725
6450,628,"2,903.395",13,91.220,15,115.080,23,152.665,1,6.490,10,76.035,22,148.390,25,166.200,14,126.740,15,128.720,12,105.310,19,144.850,5,33.140,3,19.860,5.000,41.850,3.000,16.740,1.000,30.340,0,0.000,814,4307.025
6452,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1.000,6.600,0.000,0.000,0.000,0.000,0,0.000,1,6.6
6460,111,581.021,0,0.000,2,10.560,5,31.695,0,0.000,1,4.950,2,13.200,1,6.600,1,6.600,0,0.000,3,17.160,0,0.000,2,11.780,0,0.000,0.000,0.000,1.000,2.750,1.000,6.660,0,0.000,130,692.976
6461,75,404.285,0,0.000,0,0.000,0,0.000,2,24.090,0,0.000,0,0.000,1,6.615,0,0.000,4,20.910,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,1.000,6.600,0.000,0.000,0,0.000,83,462.5
6462,9,50.428,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,10,57.028
6465,1,2.100,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,1,2.1
6466,7,36.780,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,1.000,6.660,0,0.000,8,43.44
6467,4,20.060,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,4,20.06
6468,15,89.335,0,0.000,0,0.000,0,0.000,0,0.000,1,0.825,0,0.000,0,0.000,1,6.600,4,26.430,0,0.000,6,96.870,1,6.600,2,45.000,0.000,0.000,0.000,0.000,0.000,0.000,1,6.660,31,278.32
6472,19,153.190,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,13.230,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,2.000,11.840,0,0.000,24,184.86
6473,7,17.680,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,7,17.68
6475,54,309.365,0,0.000,0,0.000,0,0.000,0,0.000,1,13.300,0,0.000,4,24.900,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,60,354.165
6476,3,11.265,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.660,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,4,17.925
6477,28,168.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,6.660,30,181.46
6479,83,406.765,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,1,9.240,0,0.000,0,0.000,3,12.600,3,37.800,2,13.260,1,7.770,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,94,494.035
6480,2,5.920,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,3,12.52
6484,7,38.440,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,6.660,8,45.1
6485,77,255.295,0,0.000,0,0.000,1,6.600,0,0.000,1,6.600,2,19.800,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,1,6.650,0,0.000,0.000,0.000,0.000,0.000,1.000,6.600,0,0.000,84,308.145
6487,4,15.795,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,4,15.795
6488,30,116.525,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.660,1,6.660,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,33,136.445
6489,9,41.010,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.660,1,6.600,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,11,54.27
6490,27,109.230,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.500,0,0.000,1,7.920,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,29,123.65
6501,226,"1,280.575",2,17.050,4,48.725,1,6.600,2,13.265,4,54.160,0,0.000,2,13.260,2,13.260,1,6.600,3,19.760,2,13.260,1,6.660,2,11.940,1.000,6.660,2.000,13.320,5.000,39.220,0,0.000,260,1564.315
