Postcode,Jan 2014 - Installations Quantity,Jan 2014 - SGU Rated Output In kW,Feb 2014 - Installations Quantity,Feb 2014 - SGU Rated Output In kW,Mar 2014 - Installations Quantity,Mar 2014 - SGU Rated Output In kW,Apr 2014 - Installations Quantity,Apr 2014 - SGU Rated Output In kW,May 2014 - Installations Quantity,May 2014 - SGU Rated Output In kW,Jun 2014 - Installations Quantity,Jun 2014 - SGU Rated Output In kW,Jul 2014 - Installations Quantity,Jul 2014 - SGU Rated Output In kW,Aug 2014 - Installations Quantity,Aug 2014 - SGU Rated Output In kW,Sep 2014 - Installations Quantity,Sep 2014 - SGU Rated Output In kW,Oct 2014 - Installations Quantity,Oct 2014 - SGU Rated Output In kW,Nov 2014 - Installations Quantity,Nov 2014 - SGU Rated Output In kW,Dec 2014 - Installations Quantity,Dec 2014 - SGU Rated Output In kW
885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.75
1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0,0
1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,2,39.637,0,0,0,0,0,0,1,2.4,0,0,0,0,1,10
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.75,0,0,0,0
2008,0,0,1,36.75,0,0,0,0,0,0,1,3,2,14.46,0,0,0,0,0,0,2,6,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,1,8,0,0,0,0,1,0.6,0,0,1,6,2,8,1,2.289,1,3.924,1,3,1,1.5,1,2
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,0,0
2015,0,0,0,0,1,5,1,3.25,1,3,1,12,2,10.5,1,7,1,84,0,0,1,2.745,1,100
2016,0,0,0,0,0,0,2,5.5,0,0,1,2,1,2.97,1,2.289,0,0,1,4.94,2,4.25,1,3.9
2017,0,0,0,0,0,0,0,0,1,2.5,0,0,0,0,1,1.5,0,0,1,4.9,0,0,0,0
2018,0,0,1,10,0,0,2,11.5,0,0,0,0,3,8,0,0,0,0,3,11.75,4,17.97,0,0
2019,1,30,0,0,2,74.75,1,3,3,74.31,1,26,2,53,0,0,3,108,1,1.5,3,23.87,5,30.38
2020,1,3,0,0,0,0,0,0,2,8.43,7,39.06,1,28,1,2.5,4,92.5,2,14.16,1,4,2,6.5
2021,0,0,0,0,0,0,1,4.75,0,0,0,0,0,0,0,0,0,0,1,4.08,3,23.2,0,0
2022,1,5,1,2.616,1,4.5,3,10.5,0,0,2,4,3,26.25,1,2.943,1,4,0,0,1,4.9,2,4
2023,1,2.5,1,3.924,0,0,0,0,0,0,2,9.75,2,12,0,0,2,13.197,2,9.75,6,24.5,1,4
2024,0,0,0,0,3,10,2,11.75,0,0,0,0,2,12.25,0,0,4,27.69,2,7.5,1,3,1,5
2025,0,0,1,3,0,0,0,0,0,0,0,0,2,7.75,0,0,0,0,0,0,0,0,2,9.55
2026,0,0,2,13.71,1,5,2,3.41,3,15.65,2,5.06,1,3.25,2,6,5,16.789,2,4.77,6,19.365,7,19.56
2027,0,0,0,0,0,0,1,3.44,1,15.5,1,14.25,1,3,1,4,1,2.75,0,0,1,9.25,0,0
2028,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.08,4,15.44,2,9.5
2030,0,0,1,4.25,1,2.5,1,3,5,24.39,1,12,3,12.867,1,3,1,4.75,2,7.225,4,15.57,4,15.616
2031,2,6.75,0,0,4,10.13,1,1.645,3,9,4,51.56,3,14.5,3,15.054,2,6.75,3,51.905,2,7.5,2,8
2032,0,0,1,3,2,6,1,3,0,0,1,4.465,1,12,0,0,2,6.5,1,2.04,2,6.12,1,1.635
2033,0,0,0,0,0,0,0,0,2,6.5,0,0,1,4,0,0,0,0,1,5,1,4,2,12.28
2034,1,4.5,0,0,1,2.5,3,8.055,1,3,2,5.924,1,1.86,0,0,5,27.56,0,0,2,7,1,4.845
2035,4,8.765,1,5,5,17.505,2,9.71,1,5.61,3,7.75,2,6.12,7,25,8,28,5,16,5,22.5,8,32.15
2036,2,12.5,5,16.99,5,14.115,2,5.525,2,5,4,15,6,23.67,4,13.4,10,49.16,10,39.09,9,84.31,4,14.7
2037,1,1.75,1,5,1,4,0,0,3,26.09,0,0,3,9.97,3,33.314,0,0,5,8.75,6,21.26,4,28.96
2038,1,1.96,1,1.75,1,1.75,1,1.83,2,14.75,3,7.75,1,1.925,1,15,0,0,3,7.5,3,8.24,5,14.83
2039,0,0,0,0,0,0,0,0,0,0,2,52.293,0,0,3,13.5,2,26.48,2,8,1,3.924,4,12.39
2040,1,2.95,2,5,3,7.925,2,5.25,6,25.575,13,35.289,3,11.57,5,30.855,7,19.462,4,10,5,17.9,5,11.04
2041,2,4.5,1,3,4,14.08,3,6.83,2,6,1,1.96,2,5.25,2,6.905,3,33,6,29.665,4,13.5,1,2.04
2042,1,2.5,1,1.5,2,8.12,2,4,3,13.04,4,8.07,1,4.905,2,6,1,2.616,5,12.75,3,9.75,3,8.75
2043,0,0,1,3,0,0,0,0,0,0,0,0,1,3.5,0,0,1,2,3,10.5,1,1.53,0,0
2044,1,2,3,10,2,6,1,3,1,2.5,1,3,3,12.7,3,7.62,5,19.1,2,6.06,2,5.5,4,41.943
2045,0,0,0,0,1,4.68,0,0,0,0,1,2,1,30,1,3,1,5,2,6.25,3,12.2,0,0
2046,4,12.962,0,0,3,9.62,0,0,0,0,4,13.77,6,18.5,2,6,3,10.245,9,30.895,7,25.67,4,11.385
2047,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,3,13.06,0,0,3,9.25
2048,0,0,1,15,0,0,0,0,0,0,1,87.75,3,25,0,0,4,12.06,0,0,1,1.785,0,0
2049,0,0,2,7.99,2,51.5,1,1.25,1,3.27,1,2.99,2,24,0,0,2,4.2,7,29.08,0,0,3,7
2050,0,0,1,4.75,1,4.55,1,3.06,1,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,0,0,0,0,0,0,1,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,0,0,0,0,0,0,1,2.75,0,0,0,0,0,0,1,10,1,6.5,0,0,0,0,0,0
2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,1,3,0,0,2,6.595,2,7.75,1,2.5,2,5.29,0,0,0,0,1,3.924,0,0,1,3,0,0
2063,0,0,0,0,0,0,1,20,1,4.578,2,4.9,5,25.829,0,0,4,15.95,2,6.12,1,3.57,1,3
2064,1,2,0,0,2,34.5,1,3.5,1,4,1,3,2,7.886,1,4,5,21.645,0,0,2,25,1,1.5
2065,2,4.5,2,5.64,3,10.75,1,8.12,2,5,2,8.76,4,12.465,1,5,3,10.75,2,7,7,31.495,9,34.299
2066,1,4.845,8,31.41,0,0,8,35.18,8,38.59,8,32.65,7,28.6,4,15.966,7,28.79,11,41.06,8,37.8,10,37
2067,1,4.75,2,6,2,7,1,4.5,1,2.25,3,11.5,0,0,2,5.61,5,17.925,3,10.525,4,12.27,9,30.713
2068,2,9,3,13,2,5.5,1,4.85,6,21.415,3,38.42,7,39.9,2,5,6,20.15,4,17.16,2,13.9,4,14.905
2069,3,13.42,4,17.2,1,4.995,3,12.75,2,22,3,17.24,1,9.156,2,7,4,17.925,6,28.25,3,12.54,2,9.5
2070,1,1.56,3,10,1,3,1,5.22,3,7.655,3,12.905,0,0,4,23.5,4,18,6,25.57,3,21,3,7.77
2071,0,0,1,4,1,2.5,0,0,4,24.16,0,0,3,10.56,2,9.25,4,68,4,16.01,3,13.345,5,15.788
2072,0,0,2,7.125,1,5,2,9.6,0,0,2,8.01,1,99.75,0,0,2,6.06,2,6.12,0,0,3,9.56
2073,1,4.85,6,23.23,3,12.03,3,13.5,8,40.495,1,6,2,6.5,2,8.1,6,24.9,8,36.65,6,31.906,2,6.83
2074,4,19.34,2,9.45,3,9.44,4,17.6,6,20.91,2,9,9,39.843,6,19.386,11,48.781,12,48.55,9,35.51,6,22.75
2075,2,8.93,2,6.35,4,18.38,2,8.424,1,1.6,2,9.08,1,4.95,3,11.83,6,23.26,6,21.9,4,17,3,6.174
2076,2,3.62,2,40.08,4,96.5,4,44.97,5,27.36,7,36.2,2,6.5,8,26.425,11,55.441,8,30.22,11,39.582,9,34.694
2077,3,7,6,16.5,3,10.5,5,118.4,4,20.435,11,35.75,6,17.97,6,31.5,9,28.17,18,85.272,9,28.145,8,105.674
2079,4,14.9,1,4,2,6,1,4,5,19.5,0,0,3,12.39,2,9.5,2,7.4,6,16.75,3,15,0,0
2080,0,0,1,1.635,1,5.5,0,0,1,7,0,0,1,4.85,0,0,0,0,0,0,2,8.3,0,0
2081,1,4.08,0,0,1,4,0,0,1,4,0,0,4,13.5,3,10.6,0,0,4,14.945,2,9.5,4,15.775
2082,1,3.5,2,7.75,1,2.5,3,8.29,2,5.55,2,6.08,2,7.05,3,10.5,2,8.86,3,11.41,2,7.81,4,15.62
2083,1,4.75,0,0,0,0,1,1.645,1,3.29,2,10.5,0,0,3,7.3,1,5,1,3.5,1,2,2,6
2084,0,0,0,0,1,10,0,0,1,4,2,7.09,1,4.5,3,11.5,1,5.1,1,5,1,3.5,2,7.18
2085,2,10.97,7,35.17,7,24.83,1,5,5,21.935,5,19.81,9,28.58,6,20.71,5,16.06,5,117.925,3,14,1,4.95
2086,6,26.01,3,12.18,7,28.975,2,8.845,4,17.5,4,12.56,7,27.88,2,9,4,14.21,4,13.07,5,21.92,5,18.457
2087,1,3.06,3,11.08,3,11.09,2,9.12,6,22.74,5,23.08,2,9.19,1,3,6,25.5,9,35.205,4,13.902,10,44.645
2088,0,0,1,3.924,3,17.71,2,7.3,3,13.64,1,6.867,1,3.83,8,52.215,4,16.68,1,3.57,3,9.5,9,39.32
2089,0,0,2,8.27,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
2090,0,0,1,1.5,2,6.78,0,0,0,0,2,3,3,11,1,4.08,1,2.55,3,9.055,2,4.905,2,9
2092,1,3.25,2,8.5,1,3.04,1,4.905,0,0,0,0,3,13.595,4,15.61,2,7,1,4.5,1,1.56,3,10.25
2093,3,17,0,0,4,14.57,6,23.02,4,13.57,6,78.83,4,16.37,6,22.21,6,23.185,9,30.303,8,35.91,5,20.246
2094,0,0,0,0,1,4,0,0,1,3.5,0,0,1,6.5,0,0,0,0,0,0,0,0,0,0
2095,1,10,0,0,2,4.296,0,0,0,0,1,2.15,0,0,2,5.616,4,11.862,3,16.13,0,0,3,10
2096,4,17.56,4,9.885,2,8.75,3,9.37,0,0,4,17.458,2,9.74,0,0,3,10.25,5,24.7,1,1.5,3,11.64
2097,7,24.24,3,11.5,2,9.32,2,4.25,5,21.07,4,11.91,4,18.75,2,5.495,5,20.65,4,16,5,18.38,1,2
2099,11,79.79,4,19.1,1,4,7,37.54,11,42.174,8,40.56,6,22.6,6,31.38,4,14.75,7,26.64,4,10.75,2,9.94
2100,5,15.71,5,15.68,7,36.25,4,13.5,4,14.223,3,12.14,7,28.25,8,47.58,9,36.685,5,22.89,8,32.95,10,43.505
2101,1,3.06,1,5,1,4.05,4,15,3,11.505,4,16.32,4,21.875,7,48.01,4,14.5,3,10.58,8,33.965,2,12.22
2102,3,21.24,1,2.5,2,7.56,2,5.602,5,16.328,4,11.06,1,3.27,2,5.5,1,3.27,7,68.25,0,0,2,6.96
2103,3,10,4,10,0,0,3,9.54,2,8.16,1,3,4,21.94,1,10,1,4.05,5,18.74,0,0,2,8.94
2104,1,6,0,0,1,4,1,1.17,0,0,0,0,0,0,0,0,0,0,2,8.93,0,0,0,0
2105,1,4,0,0,0,0,0,0,0,0,2,7.56,0,0,0,0,1,5.2,1,4.5,1,3,0,0
2106,2,8.83,2,10.88,1,3.5,1,8,0,0,1,4.25,1,3,0,0,3,10.62,3,7.65,2,4.2,1,3
2107,4,13.75,2,8,5,20.49,1,8.12,5,15.56,9,34.664,4,19.165,2,9.75,2,8.6,6,22.99,5,20.439,1,4.95
2108,0,0,0,0,1,4.905,0,0,2,3.98,0,0,0,0,0,0,0,0,0,0,1,4,0,0
2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,1,3.5,0,0,1,5,1,5.22,1,7,1,4.905,0,0,0,0,1,4.08,2,7.116,1,1.53,3,15.532
2111,1,1.5,1,3,1,4.75,1,2,3,10.886,1,4.06,3,15,3,11.405,5,10,4,18.05,6,20.9,4,23.91
2112,1,2.44,2,8.91,2,7,1,8,5,23.31,3,12.25,5,23.5,3,12.5,3,15.75,5,20.25,6,20.13,7,34.735
2113,2,8,2,6.8,1,3,3,8.56,1,1.5,3,13,3,8,6,19.85,5,23.75,2,8.75,4,23.61,2,7
2114,1,3,0,0,6,26.4,2,7,2,3.5,1,5,2,8,3,21.21,8,25.275,5,46.924,9,30.24,5,23.445
2115,2,5.5,0,0,1,1,3,14,2,7.75,5,17,1,4.5,0,0,4,17,1,5,2,8,3,13.5
2116,1,1.75,1,100,1,4.75,0,0,2,3.5,0,0,2,33.25,0,0,1,4.75,0,0,2,4,2,12.625
2117,4,18.725,1,3,3,16,4,16.995,7,28.75,6,30,4,12.18,2,7,5,21.405,7,33.27,6,27.255,4,14.875
2118,5,18.69,4,19.08,5,20.8,0,0,4,14.75,5,30.5,3,12.06,5,15.5,6,25.4,6,20.33,11,47.18,7,42.5
2119,2,9,2,9,4,13.485,1,3.5,2,6,4,10.75,1,2,0,0,4,25.05,2,10.5,4,17.66,1,0.31
2120,1,9.1,5,18.535,6,24.265,2,7.06,5,28,9,35.25,8,30.01,3,10.366,9,31.87,9,32.125,7,18.99,12,56.905
2121,3,10.1,2,7.9,7,25.46,4,13.185,6,20.31,5,22.92,4,13.5,2,34,4,17,11,34,10,42.6,3,20
2122,4,11.412,7,28.31,3,12.85,7,22.828,3,11.46,3,10.965,11,39.73,9,29.25,5,16.95,8,27.41,10,34.178,7,20.93
2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,1,3,9,29.97,9,42.775,5,20.14,6,23.84,5,22.58,7,28.13,7,27.73,8,48.31,4,15.75,10,55.75,7,35.01
2126,4,19.72,3,17,6,12.443,2,6.615,5,22.75,4,18.58,8,33.6,7,21.57,8,31.1,12,51.37,9,34.46,6,25.71
2127,0,0,0,0,0,0,1,99.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99.855
2128,0,0,0,0,1,4.75,2,7.25,1,30,1,22,0,0,1,55,1,30,0,0,1,20,1,35
2130,1,1.75,0,0,0,0,2,5.55,1,100,0,0,1,2.55,1,4,0,0,1,3,0,0,1,3
2131,0,0,4,14.75,0,0,2,6.75,2,13.158,1,1.5,0,0,3,100,5,16.56,4,39.5,4,14.25,1,10.4
2132,0,0,1,2,3,57,1,1.25,0,0,3,6.04,0,0,2,6.33,3,6.74,3,7.5,4,11.75,0,0
2133,1,5,0,0,0,0,1,4,1,3,1,2,0,0,0,0,2,6.289,2,4,1,2.5,2,9.65
2134,0,0,1,99,0,0,0,0,0,0,1,2,3,17.98,1,30,2,6,2,8,1,2.75,3,15.5
2135,4,15,1,5,1,1.9,0,0,4,12.5,3,16,3,43,4,12.75,3,11.75,4,17.5,5,38.4,3,14
2136,1,4,0,0,1,2,1,4.8,1,4.9,1,4.75,0,0,4,20,1,4.5,3,7,0,0,0,0
2137,2,8,1,2.16,1,4.08,4,18.55,1,5,1,4.5,2,9.4,1,3,5,27.25,10,37.33,5,18.424,2,9
2138,1,5,1,3,0,0,1,48,2,6,2,8.225,2,9,3,5.925,2,6.03,1,6,5,26.95,2,6.06
2140,3,45,0,0,1,5,0,0,3,12.5,0,0,1,2,0,0,2,8.5,1,4,1,5,0,0
2141,3,11.29,4,40,6,18.14,4,13.924,5,23.5,7,24.4,6,40.25,7,43.28,2,7,7,24.18,9,124.34,7,26.06
2142,1,4,2,4.75,6,25.75,2,6.35,6,27.86,1,8,3,8.2,4,16,13,69,5,14.54,2,10,1,5
2143,0,0,1,2.04,2,5.56,2,4.25,6,12.5,2,7,5,10.5,4,9,3,7.75,1,6,10,32.1,4,17.5
2144,1,2.115,1,2.25,3,10.4,6,59.635,11,71,3,12.75,5,32.025,7,33.25,8,42.8,6,21.4,11,51,8,122.475
2145,6,20,14,50.56,6,18.475,11,30.78,19,80.155,13,64.81,18,68.75,17,54.279,31,199.345,28,109.75,28,138.005,9,32.95
2146,1,3,6,15.5,5,16.85,1,3,2,8.5,7,22.81,3,10,5,14.425,8,45.36,6,31.35,10,39.05,4,14.75
2147,5,17.05,10,61.825,9,26.4,15,88.5,14,50.25,13,46.655,17,60.866,12,61.555,14,49.31,17,68.81,19,100.25,14,57.86
2148,17,48.18,10,28.5,14,58.83,13,69.92,12,78.02,22,68.77,21,73.73,20,101.1,24,86.705,34,130.345,19,104.31,25,113.03
2150,0,0,0,0,1,4,2,22,0,0,1,5,1,4,0,0,3,29.75,1,3,2,5.5,2,14
2151,3,17,0,0,0,0,2,7.58,5,52.75,1,4.5,1,5,6,21.25,3,14.25,8,23.86,4,30.75,1,4.5
2152,2,8.8,0,0,0,0,0,0,2,8.75,0,0,2,10.5,2,7.633,4,14.56,3,10.5,2,30,3,14.5
2153,6,17.285,10,30.34,16,60.375,8,28.195,11,57.53,13,50.66,25,92.406,19,157.25,26,221.57,30,141.433,47,166.355,26,117.21
2154,4,17.06,8,35.98,9,33.08,4,14,9,37.06,7,43.1,3,47.1,15,168.55,15,81.15,12,96.21,16,62.81,12,43.42
