Postcode,Jan 2015 - Installations Quantity,Jan 2015 - SGU Rated Output In kW,Feb 2015 - Installations Quantity,Feb 2015 - SGU Rated Output In kW,Mar 2015 - Installations Quantity,Mar 2015 - SGU Rated Output In kW,Apr 2015 - Installations Quantity,Apr 2015 - SGU Rated Output In kW,May 2015 - Installations Quantity,May 2015 - SGU Rated Output In kW,Jun 2015 - Installations Quantity,Jun 2015 - SGU Rated Output In kW,Jul 2015 - Installations Quantity,Jul 2015 - SGU Rated Output In kW,Aug 2015 - Installations Quantity,Aug 2015 - SGU Rated Output In kW,Sep 2015 - Installations Quantity,Sep 2015 - SGU Rated Output In kW,Oct 2015 - Installations Quantity,Oct 2015 - SGU Rated Output In kW,Nov 2015 - Installations Quantity,Nov 2015 - SGU Rated Output In kW,Dec 2015 - Installations Quantity,Dec 2015 - SGU Rated Output In kW
881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2,0,0
1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39.5,0,0
1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.75,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,1,15,0,0,0,0,1,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,1,1.962,0,0,0,0,1,1.53,2,107.64,2,4.56,1,20.928,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,1,2.5,1,5,1,1.59,1,3.12,0,0,2,12.88,1,12.5,0,0,1,2.08,0,0,0,0,1,2.5
2011,0,0,0,0,0,0,0,0,0,0,1,59.5,1,38.5,0,0,0,0,0,0,0,0,0,0
2015,1,3,4,55.25,4,35.75,3,6.5,2,102.64,1,3.1,2,30.6,1,4.75,1,1.68,0,0,0,0,0,0
2016,0,0,2,5,0,0,0,0,1,2.2,0,0,2,5.5,0,0,0,0,0,0,0,0,0,0
2017,0,0,1,2.04,0,0,2,13,0,0,1,61.2,3,71.705,0,0,0,0,0,0,0,0,1,29.12
2018,0,0,3,11.43,5,19.99,5,21.73,2,7.12,0,0,3,10.2,0,0,1,4.845,0,0,1,3.12,2,5.14
2019,1,4.578,1,4,1,1.5,0,0,4,54.63,4,20.73,1,5,2,9.5,2,6.82,1,4.75,1,2.08,1,3.12
2020,0,0,2,5,1,15,0,0,2,8.5,1,3.06,1,1.56,0,0,1,3.5,1,3,0,0,1,3.57
2021,0,0,0,0,1,2.616,2,8.345,1,2.5,0,0,0,0,0,0,0,0,2,5.5,1,4.16,0,0
2022,1,4.5,1,3,0,0,2,5.74,3,9.38,0,0,0,0,2,8,3,15.45,4,16.72,0,0,1,3.06
2023,0,0,2,9.69,4,19.5,0,0,1,5,3,21.43,1,4.75,1,5,0,0,1,2.289,0,0,1,25.08
2024,2,10.04,1,3.5,6,19.78,1,4.16,2,7.92,2,12.5,1,3.18,3,11.7,2,15.86,2,9.9,1,6.2,4,15.155
2025,1,4,2,5.25,1,2.5,0,0,0,0,0,0,1,1.962,2,6,1,1.5,0,0,0,0,0,0
2026,1,2.5,5,21.556,1,4.75,2,3.38,5,17.573,3,12.85,2,5.5,3,8.71,1,6.5,4,18.488,0,0,3,29.88
2027,1,4.96,1,4.845,1,7.28,1,10.2,1,3,2,7.46,0,0,0,0,0,0,0,0,0,0,1,10.14
2028,0,0,0,0,0,0,0,0,0,0,1,4.125,1,0.52,1,4.75,0,0,0,0,0,0,0,0
2029,1,2.08,2,7.68,2,57.44,1,2,1,3.12,2,10.72,3,6,2,8,3,19.3,0,0,0,0,1,4.845
2030,4,17.05,3,24.68,4,19.88,1,10,3,12.067,6,24.875,2,7.64,2,6.924,5,19,2,9.5,2,20.696,2,18.64
2031,1,29.975,4,14.92,4,36.29,1,3.06,4,22.62,2,11.63,1,2.6,1,2.6,1,3,6,33.4,4,17.085,4,14.62
2032,4,13.986,4,12,3,9.93,2,5.79,0,0,1,4,3,7.61,1,30,1,4,1,2,2,9.25,0,0
2033,1,3,4,30.424,1,2.943,0,0,2,9.75,0,0,1,6,2,12,1,2,2,9.16,2,14.915,0,0
2034,3,9.37,1,3,10,23,3,12.08,3,11.34,1,1.5,0,0,1,3.38,0,0,0,0,2,6.71,1,4
2035,3,9.578,12,59.548,10,44.16,1,5,4,12.75,3,12.245,7,37,4,12.125,4,37.5,5,18,2,11.12,3,10.59
2036,8,30.621,8,41.9,11,49.035,4,17.5,2,6,6,24.12,7,32.64,3,15.93,5,21.61,6,23.07,6,24.655,6,71.895
2037,1,2.04,0,0,2,33.1,1,3.12,1,4.95,2,6.8,2,13.5,0,0,2,14.105,0,0,2,4.59,0,0
2038,0,0,4,14.32,2,3.6,1,3,0,0,2,3.9,1,6.16,3,10.325,1,4.68,2,6.76,4,9.15,1,8.32
2039,2,5.27,0,0,3,18.26,1,2.915,1,4.77,0,0,1,3.12,2,6.39,1,3,1,4.8,1,5.04,1,2.6
2040,3,18.74,3,8.06,5,19.535,1,3.6,5,28.985,3,23.02,1,2.16,7,30.515,3,11.02,2,4.16,6,29.12,4,7.96
2041,4,12.81,0,0,3,6.64,1,4.03,2,6.34,4,12.08,3,8.91,8,23.8,1,3.1,2,8.385,2,3.67,2,7.28
2042,3,8.48,3,8.04,3,6.616,1,4.95,1,2.12,3,28.94,3,8.15,1,10,3,12.16,3,10.27,6,19.985,3,14.875
2043,0,0,1,3.12,0,0,1,3.92,0,0,0,0,2,5.76,0,0,0,0,2,3.84,0,0,0,0
2044,1,4.94,2,5,1,4,3,8.74,2,43,4,83.14,0,0,1,2.08,0,0,0,0,1,5,2,9.035
2045,0,0,1,1.75,1,4.75,2,8.9,2,11.1,2,9.53,4,22.22,2,7.465,1,5.3,0,0,0,0,1,5.035
2046,1,4.5,5,22.13,5,36,3,14.28,6,24.75,4,14.025,4,14.04,2,19.8,7,25.365,5,115.07,4,24.41,5,18.125
2047,1,3.5,0,0,0,0,1,5,3,10.23,1,3.12,1,4,1,6,1,4.32,3,11.65,1,5,2,7.87
2048,1,2,3,9.2,1,3,0,0,0,0,2,6.75,1,2.55,0,0,0,0,0,0,1,3.12,2,5.18
2049,1,3,1,2,2,5.262,1,3.75,0,0,0,0,2,7.96,1,4.905,0,0,0,0,1,2.915,1,4.16
2050,2,6,2,5.597,0,0,1,4.34,1,17.16,0,0,1,3,2,6.12,0,0,0,0,0,0,5,16.606
2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,0,0,0,0,0,0,0,0,0,0,1,4.125,0,0,0,0,0,0,0,0,0,0,0,0
2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0
2060,1,1.3,2,4,1,2.61,0,0,2,5.1,0,0,2,6.4,3,34.865,0,0,2,9.75,0,0,2,14.27
2061,0,0,1,12.5,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,2.616,0,0,0,0
2062,0,0,0,0,2,4.755,0,0,0,0,2,5,0,0,2,7.87,0,0,1,3.06,1,2.75,0,0
2063,2,7.94,3,13.636,1,9.81,5,19.865,3,12.3,0,0,0,0,3,13.8,4,12.76,3,13.66,2,10.005,3,17.2
2064,0,0,3,32.595,0,0,1,3,1,50.25,0,0,0,0,2,7.87,2,8.32,2,21.34,2,13.52,1,4.16
2065,3,12,0,0,3,9.25,0,0,4,21.19,1,4,2,7.44,0,0,1,3,5,20.69,4,30.64,4,13.59
2066,5,19.13,10,50.793,7,72.472,3,14.53,4,18.5,5,17.55,11,50.49,4,25.36,3,13.1,2,9.79,4,17.485,3,13.06
2067,4,13.18,3,10.754,4,16.97,2,6.4,2,9.5,3,11.06,1,7.28,3,8.58,1,3,3,11.94,2,35.995,1,2.6
2068,3,11.94,6,24.785,4,15.96,3,21.486,3,14.4,5,23.05,4,22.89,4,16.66,3,16.15,5,18.7,2,11.88,2,14.845
2069,1,3,6,26.75,2,6.5,3,15.1,7,31.24,5,22.91,5,19.785,4,23.09,1,8.502,5,17.315,1,5.04,2,5.66
2070,1,4,2,8.845,0,0,2,11.5,2,8.32,3,17,2,22.025,3,13.04,2,9.81,3,13.61,2,9.78,2,8.32
2071,2,7.02,4,38.1,1,2.5,2,10.96,2,7.5,2,17.54,4,22.29,3,11.505,3,18.745,3,15.34,2,10,2,9.62
2072,1,4.75,2,7,1,5,0,0,5,28.26,1,4,0,0,1,3.975,0,0,1,5.035,1,4.505,0,0
2073,1,4.845,5,19.6,4,18.828,2,9,3,12.465,7,38.818,6,26.53,1,3,2,9.595,3,12.135,3,12.12,9,48.705
2074,7,32.685,3,11.8,4,25.2,3,15.43,2,8.25,1,5.4,5,65.302,4,12.55,8,28.87,6,26.9,7,30.7,6,25.12
2075,5,20.795,4,11.975,4,15.345,3,12.95,3,15.285,3,14.95,4,16.34,8,39.99,4,18.848,4,15.6,9,34.85,5,18.805
2076,8,180.635,7,25.685,6,19.845,0,0,5,32.18,6,20.54,6,22.95,4,17.99,11,54.785,4,22.58,8,124.9,5,22.68
2077,3,24.34,8,28.98,10,130.96,3,12.94,2,5.77,6,23.345,8,31.75,3,13.775,3,9.9,5,27.835,2,9.5,8,47.97
2079,3,9.5,3,8,2,10,2,6.7,1,4.94,2,7.22,5,18.205,3,12.575,1,4.68,2,10.795,2,9.94,2,9.36
2080,0,0,0,0,0,0,0,0,1,4.16,0,0,1,4.75,0,0,1,3.12,2,6.59,2,11.59,0,0
2081,3,7.5,2,5,1,3,2,6.585,3,12.19,0,0,3,10.06,2,7.16,3,14,2,6.4,5,24.83,0,0
2082,1,3,2,12.75,3,10.54,1,4.94,4,13.44,2,8.68,4,13.425,8,30.64,3,12.725,3,15.44,0,0,0,0
2083,0,0,2,6.58,1,2.08,1,4.5,2,8.1,2,10.92,0,0,1,13,0,0,1,4.94,2,8.08,0,0
2084,1,8,2,54,3,16.875,2,9.36,1,4.75,1,7.02,4,23.9,1,9.88,1,4.77,1,15.08,1,7,1,2.6
2085,8,35.9,5,28.44,5,24.5,5,26.15,3,10.75,4,14.46,3,99.14,4,13.42,3,17.21,7,31.51,1,4.335,0,0
2086,3,11.41,3,8,2,7.12,3,24.1,2,11.18,2,6.9,3,9.78,3,10.89,2,9.68,7,34.13,4,16,0,0
2087,3,12.85,3,15.1,4,16.876,1,4.845,3,11.94,2,6.5,2,8.06,1,3,9,37,4,16.48,0,0,5,21.145
2088,6,26.802,7,24.54,2,13,1,6.75,6,28.5,6,22,5,22.82,4,28.41,2,7.623,2,14.56,3,11.06,5,19.51
2089,0,0,0,0,0,0,0,0,1,2.5,0,0,0,0,0,0,0,0,1,18.46,3,10.17,0,0
2090,0,0,1,5,0,0,1,5.2,0,0,2,8,1,3.18,0,0,0,0,0,0,2,8.2,1,3.64
2092,2,7,1,5.886,2,10.04,0,0,0,0,0,0,3,12.318,3,13.34,1,4.125,1,2.08,1,4.94,4,17.54
2093,1,5,3,17.925,3,12.805,4,15.115,5,15.81,4,16.12,7,24.465,3,11.5,4,25.11,6,31.005,4,14.24,3,13.03
2094,1,1.86,0,0,0,0,0,0,1,3,4,23.33,0,0,0,0,0,0,2,7.94,0,0,0,0
2095,1,2,2,7.875,2,8.08,0,0,2,6.6,1,5.75,1,4.905,0,0,2,7.91,3,19.743,4,17.04,2,9.24
2096,1,4,3,12.22,2,10.62,1,3,1,2.6,1,5.5,6,47.145,4,10.93,1,4.505,3,11.87,2,9.985,2,7.965
2097,0,0,4,16.18,2,7.9,0,0,2,7.75,0,0,2,8.46,5,17.708,3,14.76,4,24.07,2,9.095,3,9.68
2099,11,44.75,8,28.65,8,71.19,1,4,2,7.92,2,7.12,2,11.1,10,40.535,5,24.46,4,29.605,6,21.99,2,11.41
2100,4,25.617,7,127.271,4,45.02,4,22.45,5,21.735,6,32.781,3,12.05,3,11.565,4,36.47,4,16.11,3,14.33,6,82.28
2101,2,6.552,3,14,6,26.27,5,18.88,3,11.12,4,19.89,4,24.265,3,9.655,2,13.92,2,9.56,6,25.28,6,33.405
2102,0,0,2,9.12,1,5,2,4.53,0,0,0,0,7,22.26,9,19.1,6,29.43,9,15.06,13,24.056,1,5.035
2103,0,0,1,4.95,1,4.5,3,114,3,11.86,1,3,4,19.97,2,6.5,1,2.08,4,14.215,5,14.455,8,36.15
2104,1,6,1,4.5,0,0,1,3.5,0,0,1,3,4,17.12,0,0,0,0,1,14.26,1,4.125,1,5.1
2105,3,13.38,1,4.2,0,0,1,4.03,2,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,2,48,1,5.72,0,0,0,0,1,5,0,0,3,9.92,1,4,1,4,0,0,2,10.42,0,0
2107,2,8.12,1,3.25,6,25.485,1,9.88,2,6.2,5,23.61,3,12.82,4,16.24,3,12.3,5,25.614,5,22.267,2,8.09
2108,1,2,0,0,1,3,0,0,0,0,1,4.4,1,4.5,2,13.64,1,5.4,1,3.72,0,0,1,5
2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,1,4,1,3.27,8,47.485,3,11.875,0,0,1,3,2,6.12,1,4.77,2,10.77,1,4,1,2,3,12.93
2111,7,36.386,5,18.4,8,31.55,4,18.595,0,0,2,11.16,3,16.07,4,24,2,5,0,0,2,10.96,2,8.64
2112,5,16.6,5,18.12,3,17.28,4,22.02,12,46.37,6,23.8,5,18.74,7,26.59,3,12.42,3,22.65,1,4.96,1,4.68
2113,8,56.43,11,45.288,3,14.365,4,109.46,4,17.81,2,3.98,2,8.12,3,66.7,5,37.11,4,17.6,3,9,4,16.365
2114,4,23.798,5,34.575,5,19.07,5,21.85,4,20.87,2,7,0,0,1,4.77,0,0,1,4.94,2,8.5,3,13.43
2115,1,3,2,5,4,14.965,6,23.74,2,6.5,3,13.5,2,7,2,8.5,5,21.75,0,0,2,17,0,0
2116,0,0,2,15,0,0,0,0,0,0,2,7.105,0,0,0,0,0,0,1,30,0,0,1,25
2117,6,17.34,7,29.4,2,4.5,2,10.5,5,26.18,0,0,1,4.125,3,12.18,2,7.8,2,14.21,2,6.62,4,23.84
2118,3,11.345,7,29.37,3,9.5,0,0,3,12.24,4,13.25,8,36.21,4,14.48,4,16.1,7,27.1,1,4.77,2,8
2119,4,27.65,4,16.77,5,24,1,5.2,0,0,1,3,4,20.5,3,16.785,3,13.845,1,3.12,3,9.06,2,8.02
2120,7,30.25,7,24.16,3,27.225,6,18.93,5,17.078,5,22.79,4,21.42,3,9.12,2,13.5,6,120.025,4,13.47,6,19.43
2121,4,16.6,7,29.74,8,27.87,0,0,2,7.5,4,12.5,3,14.2,3,19.425,7,29.55,2,9.69,1,3.18,4,11.79
2122,5,23.64,11,47,3,10.87,8,27.5,5,30.94,2,21,2,7.75,4,17.6,0,0,6,22.48,2,33.08,1,4.08
2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,4,21.5,11,46.26,5,21.74,3,15,3,11.2,5,23.375,3,13.1,6,24.06,11,49.7,1,6,5,21.48,3,13.64
2126,2,6.25,6,23.4,2,7,7,35.995,2,8,4,14.03,13,48.29,5,19.58,2,7.18,3,11.54,7,31.67,4,18.99
2127,1,74.49,1,30,0,0,0,0,1,2.08,0,0,0,0,0,0,0,0,1,3.06,2,70.2,0,0
2128,1,35.62,4,15.41,0,0,2,26,0,0,0,0,1,5.1,1,24.99,0,0,2,9,0,0,0,0
2130,0,0,0,0,0,0,3,30.62,1,3.25,0,0,1,4.08,0,0,0,0,0,0,0,0,0,0
2131,1,2,0,0,2,19.5,1,4.59,2,4.943,3,15.04,0,0,0,0,0,0,2,30.77,4,33.443,1,2.08
2132,2,8.424,3,10.665,2,10.75,3,16.27,1,3.27,0,0,0,0,3,14.15,1,4.75,2,21,0,0,0,0
2133,0,0,0,0,2,9.75,1,6,6,22.14,1,2.55,0,0,1,3,0,0,0,0,0,0,2,9.12
2134,0,0,3,30.443,0,0,2,6.424,0,0,3,13.725,0,0,1,3.5,1,2.4,0,0,0,0,1,4
2135,4,14.75,6,29.8,5,24.2,4,15.5,2,10,1,4.94,2,9,5,21.8,1,2,4,14.37,4,20.94,4,37
2136,2,6,0,0,4,17.36,0,0,0,0,0,0,1,5.5,3,14,1,4.5,1,4.24,0,0,0,0
2137,5,37,5,15.12,2,5,3,14.5,1,2.4,3,18.16,4,14.43,3,18.75,2,5.5,2,9.44,4,13.83,3,19.81
2138,4,14,2,5.7,2,9.18,4,10.43,1,2.5,1,8.32,0,0,2,33.5,0,0,0,0,2,5.08,0,0
2140,1,1.75,0,0,0,0,0,0,1,10,0,0,2,34.35,0,0,1,5,0,0,0,0,0,0
2141,8,27.5,5,16.34,5,36.75,4,15.19,4,20.25,6,25.83,2,9.16,5,21,3,18.68,3,13.065,3,17.24,5,26.24
2142,6,24,3,12,4,19.08,2,12,5,26.41,7,38.9,5,26.83,3,18,0,0,2,6.12,4,16,6,21.12
2143,0,0,0,0,1,4.42,2,10,2,11.94,8,62.4,0,0,2,6.5,1,3.5,5,28.5,2,13.56,2,7.85
2144,4,36.25,5,71,5,44.7,4,16.85,9,138.89,1,4.75,6,26.76,6,23.625,2,13,3,21.14,3,12.5,8,29
2145,17,57.068,21,168.187,16,143.616,12,49.475,16,55.59,16,60.56,22,94.692,15,58.855,13,45.43,10,237.305,19,119.025,12,60.43
2146,3,10.5,9,43.67,3,10.94,0,0,5,20.635,5,36.41,6,21.19,2,17.28,8,29.21,2,9,2,9.75,3,6.58
2147,15,61.845,14,55.235,10,45.885,10,40.97,12,44.615,13,138.67,13,53.165,12,50.44,10,32.62,17,83,18,77.885,5,33.435
2148,19,134.64,10,82.35,18,65.17,13,43.06,12,110.375,23,100.45,18,115.03,17,90.16,12,78.44,12,42.8,11,44.79,13,62.06
2150,1,16.35,0,0,1,3,0,0,0,0,1,3,1,15,1,4.94,2,9.85,2,8.12,0,0,0,0
