Postcode,Jan 2021 - Installations Quantity,Jan 2021 - SGU Rated Output In kW,Feb 2021 - Installations Quantity,Feb 2021 - SGU Rated Output In kW,Mar 2021 - Installations Quantity,Mar 2021 - SGU Rated Output In kW,Apr 2021 - Installations Quantity,Apr 2021 - SGU Rated Output In kW,May 2021 - Installations Quantity,May 2021 - SGU Rated Output In kW
3388,2,13.2,1,6.66,0,0,0,0,0,0
3390,1,5.28,2,14.74,1,2.64,1,6.66,0,0
3391,0,0,0,0,1,4.07,0,0,0,0
3392,0,0,1,6.66,1,6.29,1,2.835,0,0
3393,1,13.32,0,0,2,13.32,3,23.62,1,10.36
3395,0,0,0,0,0,0,1,6.6,0,0
3396,1,39.78,0,0,2,25.07,1,6.66,0,0
3400,11,81.26,13,82.56,20,156.36,8,51.04,3,22.94
3401,5,30.28,6,55.78,5,53.76,8,188.22,2,12.95
3402,0,0,0,0,0,0,0,0,0,0
3407,1,6.66,1,5.28,0,0,1,13.32,0,0
3409,2,13.66,2,21.56,1,10.36,2,9.96,0,0
3412,0,0,0,0,0,0,0,0,0,0
3413,0,0,1,6.66,0,0,0,0,0,0
3414,1,10.36,4,24.24,2,27.38,2,8.86,0,0
3415,0,0,0,0,0,0,0,0,0,0
3418,0,0,3,14.4,5,33.18,4,22.87,0,0
3419,0,0,2,11.94,1,5.92,2,13.32,0,0
3420,0,0,0,0,0,0,0,0,0,0
3423,0,0,0,0,0,0,1,2.2,0,0
3424,0,0,0,0,3,15.91,0,0,2,14.025
3427,9,68.59,12,112.89,13,96.9,13,85.06,6,39.84
3428,1,6.66,0,0,0,0,1,18.9,0,0
3429,32,211.045,57,372.78,63,448.16,40,330.62,10,83.13
3430,1,13.32,0,0,0,0,0,0,0,0
3431,4,21.9,3,22.88,5,38.07,5,35.1,0,0
3432,0,0,0,0,1,2.96,0,0,0,0
3433,0,0,1,7.4,0,0,0,0,0,0
3434,4,21.83,5,35.31,6,46.23,8,66.51,0,0
3435,4,29.91,2,15.64,2,13.2,5,49.14,2,12.95
3437,13,90.67,14,101.7,15,210.14,8,68.79,2,13.48
3438,0,0,2,13.23,2,11.22,2,13.26,0,0
3440,3,41.48,2,10.56,3,29.25,0,0,0,0
3441,0,0,0,0,1,11.1,0,0,0,0
3442,8,56.725,12,83.27,14,118.38,15,120.12,2,16.65
3444,9,78.99,14,100.035,12,263.59,14,94.195,0,0
3446,0,0,2,15.17,1,3.7,0,0,0,0
3447,1,5.28,0,0,0,0,3,23.83,0,0
3448,1,3.96,4,31.11,1,6.66,1,4.29,1,6.66
3450,7,33.69,7,39.66,7,35.34,5,30.62,1,6.66
3451,6,30.76,7,42.46,10,90.77,6,33.97,0,0
3453,3,29.22,1,6.6,6,45.09,1,5.28,2,49.13
3458,2,13.16,4,43.84,5,36.9,3,19.79,0,0
3460,2,25.24,1,6.6,3,30.87,1,6.66,0,0
3461,3,19.92,5,25.73,9,56.73,8,57.93,1,6.66
3462,1,5.61,0,0,4,16.71,3,17.79,0,0
3463,2,13.16,7,36.155,4,24.79,3,19.575,0,0
3464,1,5.55,4,16.68,6,37.68,1,6.66,0,0
3465,8,47.87,14,124.64,18,124.91,11,74.34,3,51.74
3467,0,0,0,0,0,0,1,6.66,0,0
3468,0,0,1,7.26,0,0,0,0,0,0
3469,0,0,0,0,1,6.29,0,0,0,0
3472,0,0,1,6.6,1,6.4,2,8.67,0,0
3475,1,4,0,0,0,0,2,6.6,0,0
3477,1,6.66,3,18.54,0,0,3,22.57,2,9.36
3478,1,13.32,4,49.47,2,11.84,4,26.58,3,24.46
3480,0,0,2,12.96,5,30.38,3,19.98,0,0
3482,0,0,0,0,0,0,1,6.66,0,0
3483,1,3.7,0,0,0,0,1,6.66,1,8.88
3485,1,6.65,0,0,0,0,0,0,0,0
3487,0,0,0,0,0,0,0,0,0,0
3488,0,0,0,0,0,0,0,0,0,0
3489,0,0,0,0,0,0,0,0,0,0
3490,2,17.02,0,0,1,6.66,1,34.78,0,0
3491,0,0,0,0,2,25.53,0,0,0,0
3494,1,19.8,1,6.66,0,0,0,0,0,0
3496,7,54.46,10,81.95,13,174.57,4,26.73,3,19.32
3498,7,72.1,12,209.83,8,89.19,3,32.59,3,38.94
3500,30,318.075,56,413.25,60,437.71,42,308.28,18,136.24
3501,2,13.97,6,72.79,4,47.775,4,34.83,2,20.13
3502,0,0,0,0,0,0,0,0,0,0
3505,8,174.315,7,109.125,5,35.39,3,32.4,2,23.68
3506,0,0,0,0,0,0,0,0,0,0
3507,0,0,0,0,0,0,2,13.32,0,0
3509,0,0,0,0,0,0,0,0,0,0
3512,0,0,0,0,0,0,0,0,0,0
3515,2,13.085,3,19.92,7,49.46,5,37.12,4,28.49
3516,1,6.66,3,27.01,0,0,1,6.29,0,0
3517,4,17.96,3,23.39,3,20.29,1,5.18,0,0
3518,4,16.93,0,0,3,18.45,0,0,0,0
3520,1,4,1,4.07,0,0,0,0,0,0
3521,1,6.6,1,6.6,0,0,0,0,0,0
3522,1,6.6,0,0,0,0,0,0,0,0
3523,3,23.76,7,57.06,10,84.7,3,18.87,0,0
3525,3,15.86,2,16.59,4,22.57,4,20.785,3,15.24
3527,1,6.6,1,8.88,0,0,0,0,0,0
3529,0,0,0,0,0,0,0,0,0,0
3530,1,5.94,0,0,0,0,0,0,0,0
3531,0,0,0,0,0,0,1,6.6,0,0
3533,1,6.66,5,38.95,0,0,0,0,0,0
3537,0,0,2,13.32,0,0,0,0,1,6.66
3540,0,0,0,0,0,0,0,0,0,0
3542,0,0,0,0,0,0,0,0,0,0
3544,0,0,0,0,1,6.6,0,0,0,0
3546,0,0,0,0,0,0,0,0,0,0
3549,4,58.64,5,38.86,6,211.43,3,69.97,1,9.68
3550,30,226.8,54,397.93,38,247.985,46,286.39,15,105.75
3551,43,297.655,68,492.405,78,632.985,65,497.72,21,133.04
3552,0,0,0,0,0,0,0,0,0,0
3554,0,0,0,0,0,0,0,0,0,0
3555,17,97.9,28,160.47,26,161.11,28,174.125,3,24.92
3556,17,99.84,16,95.44,35,190.99,22,136.77,8,49.99
3557,1,5.18,0,0,1,10.56,0,0,0,0
3558,0,0,2,11.78,1,6.63,2,26.43,0,0
3559,0,0,0,0,2,10.56,0,0,0,0
3561,5,36.49,6,105.52,6,39.59,4,23.28,0,0
3562,1,9.99,1,6.66,0,0,0,0,0,0
3563,0,0,0,0,0,0,1,6.6,0,0
3564,11,71.5,20,133.06,33,244.22,23,158.88,7,46.53
3565,0,0,0,0,0,0,0,0,0,0
3566,0,0,0,0,2,13.69,2,41.07,0,0
3567,0,0,1,10.73,0,0,0,0,0,0
3568,3,40.75,3,26.95,10,92.03,1,19.98,1,13.32
3570,0,0,1,11.1,3,18.44,3,17.76,0,0
3571,0,0,0,0,1,45.51,0,0,0,0
3572,0,0,0,0,2,12.52,0,0,0,0
3573,0,0,1,5.94,0,0,0,0,0,0
3575,1,2.75,1,5.55,1,6.66,0,0,0,0
3576,0,0,0,0,0,0,0,0,0,0
3579,1,2.31,3,19.86,4,45.82,1,4.44,1,19.98
3580,2,13.2,4,26.46,2,13.26,1,6.66,0,0
3581,0,0,0,0,1,6.66,0,0,0,0
3583,0,0,1,77.7,0,0,0,0,0,0
3584,0,0,2,26.16,0,0,1,13.32,1,6.66
3585,9,87.21,12,106.51,16,314.29,9,97.97,5,67.65
3586,1,6.66,2,23.67,0,0,0,0,0,0
3588,0,0,2,14.26,2,17.22,0,0,0,0
3589,0,0,0,0,0,0,1,6.66,0,0
3590,0,0,1,49.5,0,0,1,10.14,0,0
3591,1,4.62,0,0,0,0,1,32.56,0,0
3594,0,0,0,0,0,0,2,40.68,0,0
3595,0,0,0,0,0,0,0,0,0,0
3596,0,0,1,6.6,0,0,0,0,0,0
3597,0,0,2,110.55,0,0,1,6.63,0,0
3599,0,0,0,0,0,0,0,0,0,0
3607,0,0,0,0,0,0,0,0,0,0
3608,3,18.42,3,17.64,10,70.675,7,64.275,0,0
3610,14,60.68,1,6.66,4,26.67,1,6.66,0,0
3612,4,32.85,1,6.66,4,26.95,6,37.74,0,0
3614,1,40.7,4,20.705,2,21.02,3,19.95,0,0
3616,9,73.55,7,148.72,10,116.76,8,77.32,2,10.53
3617,0,0,1,6.66,0,0,0,0,0,0
3618,0,0,1,6.66,1,9.9,3,74.16,1,13.32
3619,0,0,0,0,0,0,0,0,0,0
3620,7,44.19,15,106.855,11,82.09,7,78.07,4,42.18
3621,1,2.1,3,19.53,3,19.26,2,13.29,1,6.63
3622,0,0,0,0,2,13.37,1,9.62,1,25.9
3623,0,0,7,44.32,1,43.29,1,6.6,0,0
3624,1,6.66,1,6.66,0,0,0,0,0,0
3629,9,50.56,2,13.26,10,64.395,10,72.24,0,0
3630,29,178.06,43,293.345,50,304.3,19,126.7,11,72.15
3631,30,324.26,32,262.415,28,313.83,24,183.77,6,44.4
3632,0,0,0,0,0,0,1,10.25,0,0
3633,2,19.98,0,0,0,0,0,0,0,0
3634,2,20.18,3,29.14,6,93.99,2,13.185,0,0
3635,2,11.84,0,0,2,15.17,0,0,0,0
3636,3,23.16,6,39.41,13,80.605,3,16.23,2,13.32
3637,0,0,0,0,2,15.75,0,0,0,0
3638,1,6.66,0,0,2,33.18,1,6.555,2,13.29
3639,1,6.6,0,0,2,103.86,2,17.19,0,0
3640,2,18.81,5,81.92,1,6.6,0,0,0,0
3641,2,104.28,0,0,0,0,2,29.78,0,0
3643,0,0,0,0,0,0,0,0,0,0
3644,13,104.42,23,237.38,14,116.69,9,91.18,2,13.26
3646,0,0,0,0,1,6.63,0,0,0,0
3647,0,0,0,0,0,0,0,0,0,0
3649,0,0,1,6.66,0,0,0,0,0,0
3658,7,49.95,12,110.13,7,50.09,4,20.67,0,0
3659,2,13.26,2,13.26,1,6.66,1,6.66,0,0
3660,4,27.735,7,53.16,8,63.48,8,61.31,0,0
3661,0,0,0,0,0,0,0,0,0,0
3662,0,0,0,0,0,0,0,0,0,0
3663,0,0,1,6.555,1,10.56,0,0,0,0
3664,0,0,3,21.77,4,26.21,0,0,0,0
3665,0,0,1,11.2,1,6.66,3,23.19,0,0
3666,3,21.12,8,61.51,4,26.46,4,48.48,2,15.98
3669,2,13.2,2,13.2,1,6.6,0,0,0,0
3670,1,6.6,1,6.66,0,0,0,0,0,0
3671,0,0,0,0,0,0,0,0,0,0
3672,9,58.91,12,103.28,26,183.84,20,163.5,2,12.58
3673,5,31.74,3,22.08,3,19.8,1,5.175,0,0
3675,3,32.34,3,22.44,5,29.76,7,43.5,3,23.62
3676,0,0,0,0,0,0,0,0,0,0
3677,16,106.5,19,121.96,33,192.945,31,177.33,6,42.005
3678,7,68.95,12,101.56,17,159.735,9,71.915,3,23.35
3682,2,15.84,1,6.6,0,0,2,20.765,1,15.84
3683,2,12.58,0,0,1,13.5,3,25.14,0,0
3685,3,22.95,3,17.36,9,56.04,3,23.29,0,0
3687,0,0,2,12.54,2,11.28,2,17.48,0,0
3688,1,6.66,3,23.25,3,27.92,1,6.66,0,0
3689,0,0,0,0,0,0,0,0,0,0
3690,51,410.905,59,388.64,58,506.47,36,254.265,16,129.365
3691,20,148.795,31,225.695,28,245.225,22,174.96,10,71.365
3694,0,0,0,0,0,0,0,0,0,0
3695,1,6.29,1,13.32,0,0,0,0,0,0
3697,0,0,2,7.45,1,6.29,0,0,0,0
3698,3,19.53,2,14.37,3,19.92,0,0,1,6.6
3699,2,13.31,3,36.05,1,6.6,3,18.04,1,6.32
3700,1,6.66,1,6.65,0,0,1,6.66,2,12.95
3701,1,6.66,5,37.15,5,39.16,4,41.6,1,6.6
3704,1,6.66,1,10.92,0,0,0,0,0,0
3705,0,0,1,13.32,0,0,0,0,0,0
3707,3,16.53,5,72.06,4,17.33,5,58.65,1,5.28
3708,0,0,0,0,0,0,0,0,0,0
3709,0,0,0,0,0,0,1,6.6,0,0
3711,0,0,1,6.48,1,6.75,1,10.56,1,6.21
3712,0,0,3,23.68,0,0,1,1.98,0,0
3713,1,6.66,0,0,3,17.49,1,5.28,1,6.21
3714,5,32.46,7,50.63,5,46.05,4,23.62,1,6.66
3715,0,0,1,11.1,0,0,0,0,0,0
3717,3,30.34,8,55.395,6,44.65,9,71.975,4,34.11
3718,0,0,0,0,0,0,0,0,0,0
3719,0,0,1,6.6,2,13.26,0,0,0,0
3720,0,0,3,19.55,1,8.88,1,14.8,1,7.4
3722,3,16.46,10,74.775,10,92.34,3,23.82,4,30.13
3723,2,16.65,6,59.03,8,65.44,3,15.88,1,6.66
3724,0,0,0,0,0,0,0,0,0,0
3725,1,9.99,2,13.26,2,15.82,0,0,0,0
3726,0,0,1,6.66,0,0,0,0,0,0
3727,0,0,0,0,1,6.66,0,0,0,0
3728,0,0,0,0,0,0,2,15.57,0,0
3730,14,96.08,18,137.05,22,180.56,13,185.35,0,0
3732,0,0,3,52.45,5,31.025,0,0,1,6.66
3733,0,0,1,6.66,0,0,1,17.02,0,0
3735,1,9.9,0,0,2,26.46,0,0,1,10.73
3736,0,0,0,0,0,0,0,0,0,0
3737,4,80.09,8,93.84,3,23.48,11,94.065,2,14.06
3738,0,0,0,0,0,0,0,0,0,0
3739,0,0,0,0,0,0,0,0,0,0
3740,3,23.3,1,6.6,1,6.66,1,5.92,0,0
3741,3,23.44,9,66.825,4,33.05,5,44.35,2,12.48
3744,1,10.89,0,0,4,29.65,2,13.26,0,0
3746,0,0,3,28.9,0,0,0,0,0,0
3747,7,131.6,8,47.75,10,90.29,7,56.2,3,22.79
3749,1,6.66,3,12.81,4,30.79,6,47.07,2,12.52
3750,86,591.33,82,565.395,69,466.135,58,391.31,24,160.3
3751,2,18.5,0,0,0,0,0,0,0,0
3752,18,128.91,39,279.44,36,232.905,30,221.9,9,48.68
3753,6,38.85,8,79.81,13,90.27,9,64.63,1,6.66
3754,103,695.17,86,559.125,79,536.505,80,557.24,20,132.74
3755,0,0,0,0,3,36.42,0,0,1,13.2
3756,24,173.71,27,190.61,29,195.555,24,255.485,12,76.66
3757,3,23.34,8,62.85,7,49.06,5,43.87,4,25.38
3758,5,36.585,1,6.66,2,31.39,0,0,0,0
3759,2,37.77,3,24.48,0,0,0,0,0,0
3760,0,0,0,0,0,0,0,0,0,0
3761,3,16.645,1,8.58,1,9.9,0,0,1,11.1
3762,0,0,0,0,0,0,0,0,0,0
3763,2,13.35,2,33.8,0,0,1,6.3,1,6.75
3764,12,95.235,7,104.04,20,135.935,13,115.72,2,11.84
3765,3,19.92,4,25.3,7,56.26,3,15.48,3,19.07
3766,1,6.48,1,5.4,0,0,0,0,0,0
3767,0,0,0,0,1,9.99,1,23.76,0,0
3770,2,15.48,3,19.98,3,17.22,6,33.98,2,17.55
3775,3,34.78,2,13.32,6,47.56,1,8.88,0,0
3777,9,62.665,4,26.15,10,80.4,6,39.1,2,13.16
3778,0,0,0,0,0,0,0,0,0,0
3779,0,0,0,0,0,0,0,0,0,0
3781,3,19.26,5,49.95,6,45.08,4,26.655,0,0
3782,5,36.86,4,24.04,11,85.94,4,37.24,3,16.7
3783,4,36.8,5,64.615,1,99.66,6,63.03,0,0
3786,0,0,1,6.66,1,7.56,3,23.28,0,0
3787,1,6.66,1,6.66,1,6.66,0,0,0,0
3788,0,0,1,6.66,0,0,0,0,0,0
3789,0,0,0,0,1,13.2,1,13.2,0,0
3791,1,12.95,3,16.44,1,8.14,1,6.6,1,17.94
3792,0,0,2,10.63,0,0,1,6.6,1,6.66
3793,3,26.34,5,36.2,5,38.25,4,24.22,1,6.66
3795,0,0,1,8.58,2,10.89,3,44.73,0,0
3796,4,56.03,6,35.18,7,62.28,9,64.37,0,0
3797,2,7.62,2,36.26,3,18.38,2,18.6,0,0
3799,4,26.34,7,46.44,9,49.995,5,40.885,0,0
3802,28,181.1,36,229.44,37,230.465,33,215.905,11,71.775
3803,14,92.16,19,129.24,14,180.59,14,116.81,6,38.52
3804,14,143.83,10,74.5,8,84.86,11,107.61,3,28.74
3805,85,567.55,79,546.33,82,561.45,61,410.07,15,108.325
3806,64,414.265,106,628.685,83,606.26,50,372.035,16,106.41
3807,9,58.055,7,42.92,12,84.09,6,44.23,5,36.26
3808,1,10.56,3,18.94,4,55.71,8,82.48,0,0
3809,51,337.03,47,318.46,43,274.94,36,238.05,10,66.48
3810,63,411.605,81,647.96,80,562.01,48,330.94,16,107.635
3812,3,26.49,6,56.87,3,34.78,0,0,0,0
3813,0,0,1,6.4,1,6.6,3,57.33,0,0
3814,0,0,1,5.94,4,33.76,0,0,1,8.03
3815,3,17.56,5,34.98,8,52.605,5,36.77,0,0
3816,2,12.29,4,26.22,3,19.8,2,13.12,3,19.86
3818,14,125.54,23,195.475,20,172.75,16,111.22,6,36.19
3820,27,189.93,27,211.135,13,82.47,13,101.94,9,60.2
3821,4,27.585,4,27.97,8,57.645,6,46.17,0,0
3822,0,0,0,0,1,8.14,1,6.66,0,0
3823,2,12.5,5,34.11,1,6.66,3,19.86,0,0
3824,2,53.96,2,12.865,3,19.61,5,38.11,0,0
3825,19,114.99,30,228.05,20,129.94,27,203.255,4,26.76
3831,3,14.81,2,15.91,2,6.135,0,0,0,0
3832,1,5.11,0,0,0,0,1,6.66,0,0
3833,0,0,0,0,1,19.98,0,0,0,0
3835,0,0,2,10.62,0,0,0,0,0,0
3840,13,97.68,18,212.6,13,167.975,17,110.7,4,31.22
3842,2,26.5,6,38.59,4,29.04,2,16.34,2,10.075
3844,24,194.72,35,275.645,35,398.67,19,131.78,2,13.32
3847,2,11.76,2,55.5,5,43.41,0,0,0,0
3850,10,76.22,9,70.48,7,70.92,5,23.16,0,0
3851,1,6.6,9,70.7,15,110.39,8,66.56,0,0
3852,0,0,0,0,0,0,0,0,0,0
3853,0,0,0,0,0,0,0,0,0,0
3854,1,6.65,5,36.6,1,6.63,1,10.36,1,9.62
3856,0,0,1,6.66,3,29.54,0,0,0,0
3857,0,0,0,0,0,0,1,19.98,0,0
3858,6,51.64,3,19.24,8,59.15,1,6.65,2,14.43
3859,3,25.41,2,13.32,0,0,0,0,1,6.66
3860,5,36.94,8,53.33,7,45.14,1,6.48,0,0
3862,6,35.13,6,40.85,3,21.81,5,43.29,0,0
3864,0,0,0,0,1,6.66,0,0,0,0
3865,0,0,1,6.6,0,0,1,13.32,0,0
3869,2,18.54,0,0,0,0,1,9.99,0,0
3870,3,15.54,4,25.75,0,0,0,0,0,0
3871,3,18.6,2,13.26,2,26.64,1,25.9,2,30.34
3873,0,0,0,0,2,20.81,1,6.66,0,0
3874,0,0,1,6.6,0,0,0,0,0,0
3875,21,158.87,28,212.7,19,126.4,11,87.17,3,19.98
3878,4,24.48,4,23.66,4,25.465,0,0,0,0
3880,11,71.95,8,57.64,3,19.61,9,64.98,4,24.52
3882,1,6.5,0,0,1,6.3,0,0,0,0
3885,1,6.6,7,39.745,1,5.28,3,10.4,0,0
3886,0,0,0,0,1,3.3,1,13.32,0,0
3887,0,0,0,0,0,0,1,6.66,0,0
3888,1,6.66,1,6.66,5,27.56,6,38.585,0,0
3889,0,0,0,0,1,6.6,1,6.6,0,0
3890,0,0,0,0,0,0,0,0,0,0
3891,1,6.6,0,0,1,12,0,0,0,0
3892,1,6.66,3,17.15,1,6.6,7,36.855,0,0
3893,0,0,0,0,0,0,0,0,0,0
3895,0,0,0,0,0,0,0,0,0,0
3896,0,0,0,0,1,4.9,0,0,1,6.6
3898,2,16.17,1,5.85,1,6.66,1,11.84,0,0
3900,0,0,0,0,1,6.6,0,0,0,0
3902,0,0,0,0,0,0,0,0,0,0
3903,0,0,3,14.8,0,0,0,0,0,0
3904,4,26.34,6,48.61,1,6.66,1,6.6,1,5.52
3909,13,90.895,17,101.395,15,94.39,9,57.47,3,16.56
3910,18,122.11,26,175.59,28,186.095,28,210.795,3,22.495
3911,2,14.74,3,38.25,3,121.75,1,10.56,1,6.66
3912,13,97.57,16,178.46,16,183.71,15,125.935,2,17.38
3913,2,91.08,3,34.49,5,37.87,5,39.22,1,10.36
3915,12,151.935,12,99.66,15,99.07,7,40.94,4,22.01
3916,4,31.82,3,18.44,3,30.34,4,26.52,0,0
3918,7,51.72,1,4.62,2,11.1,3,24.42,3,23.71
3919,2,11.84,3,21.6,4,30.47,1,3.7,0,0
3921,0,0,0,0,0,0,0,0,0,0
3922,20,149.46,24,154.155,21,129.76,28,184.98,10,86.22
3923,3,18.785,0,0,2,13.32,1,5.92,0,0
3925,10,68.67,5,36.09,10,74.55,8,60.97,3,18.6
3926,6,49.96,7,54.59,8,58.53,5,37.13,1,10.56
3927,6,39.1,6,38.34,3,24.15,1,12.58,1,7.02
3928,2,19.29,0,0,1,8.75,0,0,0,0
3929,3,23,2,14.8,4,45.14,1,6.66,0,0
3930,11,88.76,16,124.36,24,212.54,13,92.16,4,33.75
3931,26,206.75,28,244.45,26,156.3,22,250.39,6,137.12
3933,1,11.1,2,13.25,1,5.92,1,13.32,0,0
3934,18,142.55,29,209.365,26,194.47,12,96.65,7,46.73
3936,13,101.54,21,169.7,23,167.39,14,124.17,3,32.5
3937,0,0,2,25.19,1,7.92,2,23.44,0,0
3938,4,31.51,3,19.72,6,41.13,1,7.2,2,11.28
3939,10,68.36,26,169.86,16,115.33,21,163.9,9,63.9
3940,2,11.1,10,73.41,5,30.59,3,18.44,3,20.81
3941,21,137.22,19,135.66,21,145.75,22,152.41,7,57.405
3942,7,46.02,7,63.76,7,73.09,4,20.25,1,10.36
3943,1,6.65,2,10.95,2,21.09,2,14.06,1,8.76
3944,1,26.27,2,9.25,2,14.8,2,34.35,0,0
3945,0,0,1,2.22,1,9.62,1,6.66,1,6.6
3946,0,0,0,0,1,35.52,1,4.95,0,0
3950,0,0,5,40.69,3,17.3,2,14.43,0,0
3951,1,9.99,2,13.2,2,13.32,1,10.36,0,0
3953,3,19.92,10,77.47,6,86.51,7,52.37,0,0
3954,0,0,0,0,1,25.9,0,0,0,0
3956,5,33.24,6,37.47,12,87.12,3,26.82,2,12.4
3957,0,0,0,0,1,6.6,0,0,0,0
3958,0,0,2,19.86,0,0,0,0,0,0
3959,1,5.28,5,31.94,4,27,0,0,0,0
3960,0,0,3,21.18,5,67.28,2,9.14,1,6.66
3962,0,0,3,19.65,1,6.66,0,0,0,0
3964,0,0,1,6.6,0,0,0,0,0,0
3965,0,0,0,0,0,0,2,13.2,0,0
3966,0,0,2,11.78,1,6.66,0,0,0,0
3967,0,0,1,6.6,0,0,0,0,0,0
3971,4,19.89,2,14.43,3,29.02,3,19.22,0,0
3975,28,201.61,39,243.14,32,239.64,18,126.13,7,42.46
3976,33,213.87,34,239.565,40,255.72,25,157.02,10,57.21
3977,175,"1,180.90",173,"1,133.30",209,"1,465.27",155,"1,138.96",45,313.45
3978,111,736.27,130,860.335,141,"1,002.34",88,600.98,27,182.29
3979,0,0,1,6.6,0,0,0,0,0,0
3980,1,13.32,1,9.99,7,58.495,2,21.83,0,0
3981,5,38.97,6,40.89,13,305.29,7,138.76,2,110.26
3984,12,89.81,14,95.85,19,154.195,10,73.02,2,12.95
3987,2,18.81,1,5.76,1,5.92,0,0,1,9.99
3988,0,0,4,26.58,1,6.66,1,9.99,0,0
3990,0,0,0,0,0,0,0,0,0,0
3991,0,0,0,0,1,6.6,1,6.66,0,0
3992,0,0,5,64.14,3,19.92,4,30.93,0,0
3995,11,67.74,21,153.245,16,97.06,15,100.91,3,19.92
3996,8,56.79,8,54.02,14,99.53,13,82.14,1,6.66
4000,1,6.66,1,6.6,3,19.89,1,6.66,0,0
4001,0,0,0,0,0,0,0,0,0,0
4002,0,0,0,0,0,0,0,0,0,0
4004,0,0,0,0,0,0,0,0,0,0
4005,1,8.51,4,41.8,4,44.69,4,26.15,3,29.8
4006,1,19.8,1,20.35,2,17.78,3,163.14,1,10.36
4007,4,37.21,7,80.19,12,121.105,6,56.33,7,67.94
4008,0,0,0,0,0,0,0,0,0,0
4009,0,0,1,39.6,1,41.07,0,0,0,0
4010,2,46.47,4,31.76,0,0,1,6.66,2,13.26
4011,17,140.64,20,190.645,24,324.175,14,102.23,5,39.89
4012,16,105.19,32,259.7,20,146.03,7,57.67,15,115.49
4013,6,51.9,6,48.09,8,73.92,1,11.1,4,25.41
4014,25,198.105,35,299.295,20,179.42,20,135.92,6,38.77
4017,47,375.385,45,348.875,45,339.895,43,319.565,27,204.83
4018,20,158.93,16,110.6,12,75.88,14,89.04,8,58.46
4019,13,97.01,27,224.03,25,213.62,21,153.98,17,109.79
4020,20,138.17,37,316.26,46,392.19,34,276.765,16,154.36
4021,12,82.53,6,35.52,17,126.41,9,66.27,4,24.54
4022,8,63.64,12,92.93,16,113.88,14,101.51,5,31.92
4025,0,0,0,0,1,13.3,0,0,0,0
4030,12,117.445,11,114.035,15,125.03,13,106.825,8,62.55
4031,10,87.69,17,149.36,7,65.38,20,156.77,11,70.685
4032,7,79.05,16,132,12,107.01,8,59.12,9,71.975
4034,49,385.715,56,483.295,71,578.76,44,360.65,26,181.85
4035,44,309.63,45,376.59,53,456.965,59,490.71,20,169.2
4036,9,65.62,8,58.21,10,76.82,12,89.39,7,45.57
4037,13,100.94,14,118.04,16,128.61,13,123.85,7,66.91
4051,33,230.19,39,291.795,35,291.46,23,207.42,18,150.61
4053,49,348.205,55,548.675,58,444.708,47,412.505,27,224.33
4054,11,82.45,16,124.53,15,109.5,9,73.75,5,43.13
4055,27,185.95,26,218.91,36,334.245,46,406.88,20,169.98
4059,6,45.55,18,136.19,9,80.13,6,46.33,3,35.46
4060,17,129.06,19,155.035,24,198.94,13,96.1,2,8.51
4061,17,136.785,36,296.52,29,220.855,22,181.985,12,108.66
4062,0,0,0,0,0,0,0,0,0,0
4063,0,0,0,0,0,0,0,0,0,0
4064,13,97.03,9,107.27,8,43.22,7,55.735,8,73.635
4065,5,46.98,15,134.22,17,150.11,13,105.08,6,55.29
4066,9,68.04,17,123.515,14,96.34,9,68.81,9,172.18
4067,5,37.74,2,13.32,6,53.98,7,58.56,2,25.8
4068,23,194.96,22,199.15,22,184.59,21,193.185,13,120.955
4069,42,406.015,60,537.925,60,601.16,46,477.665,33,308.855
4070,25,252.595,23,173.535,28,231.17,20,155.835,8,67.77
4073,16,123.545,13,126.99,21,149.72,13,102.46,6,55.43
4074,36,277.5,33,242.98,39,304.43,29,219.565,29,272.06
4075,29,230.53,24,216.275,27,255.33,37,313.315,20,252.425
4076,6,79,12,186.27,10,430.495,7,133.09,8,196.24
4077,37,290.01,26,206.095,37,280.05,28,231.525,13,109.725
4078,27,211.29,48,377.69,43,310.76,27,210.38,22,169.56
4101,10,84.58,11,108.23,12,100.25,9,99.445,4,38.35
4102,3,25.47,12,133.58,3,23.25,4,31.105,4,29.22
4103,16,110.36,13,87.66,17,125.495,17,127.54,4,21.81
4104,7,89.16,11,85.47,17,267,2,15.17,3,27.01
4105,7,46.64,11,89.345,14,114.25,14,152.425,7,50.56
4106,6,82.89,2,47.52,4,59.84,5,119.52,3,79.74
4107,11,76.075,10,71.32,7,51.27,7,86.03,3,26.64
4108,8,61.1,7,77.34,10,99.42,6,100.855,5,48.39
4109,39,313.1,37,319.88,42,331.23,27,221.69,21,168.24
4110,43,326.34,38,400.515,43,390.14,34,350.38,22,195.09
4111,0,0,1,7.7,2,18.93,3,23.975,0,0
4112,12,84.98,10,84.635,13,129.835,8,85.18,2,16.84
4113,35,247.875,41,321.04,34,303.245,32,224.44,14,114.53
4114,19,137.385,23,194.175,21,161.92,23,174.57,8,55.44
4115,34,250.83,33,269.675,29,218.295,30,201.5,11,81.52
4116,37,305.88,51,401.285,33,271.905,38,317.63,15,103.79
4117,4,78.96,1,6.6,3,109.88,5,40.5,3,23.25
4118,55,388.555,72,527.175,79,609,60,552.765,23,193.11
4119,12,86,15,145.06,7,44.28,16,184.365,6,44.39
